,date,location,time,PM2.5
334,2016/01/14,оч╢щ,22.0,43.0
335,2016/01/14,оч╢щ,23.0,39.0
336,2016/01/15,оч╢щ,0.0,38.0
337,2016/01/15,оч╢щ,1.0,36.0
338,2016/01/15,оч╢щ,2.0,36.0
339,2016/01/15,оч╢щ,3.0,41.0
340,2016/01/15,оч╢щ,4.0,41.0
341,2016/01/15,оч╢щ,5.0,43.0
342,2016/01/15,оч╢щ,6.0,43.0
343,2016/01/15,оч╢щ,7.0,59.0
344,2016/01/15,оч╢щ,8.0,48.0
345,2016/01/15,оч╢щ,9.0,46.0
346,2016/01/15,оч╢щ,10.0,41.0
347,2016/01/15,оч╢щ,11.0,37.0
348,2016/01/15,оч╢щ,12.0,41.0
349,2016/01/15,оч╢щ,13.0,41.0
350,2016/01/15,оч╢щ,14.0,43.0
351,2016/01/15,оч╢щ,15.0,43.0
352,2016/01/15,оч╢щ,16.0,43.0
353,2016/01/15,оч╢щ,17.0,39.0
354,2016/01/15,оч╢щ,18.0,34.0
355,2016/01/15,оч╢щ,19.0,29.0
356,2016/01/15,оч╢щ,20.0,27.0
357,2016/01/15,оч╢щ,21.0,34.0
358,2016/01/15,оч╢щ,22.0,29.0
359,2016/01/15,оч╢щ,23.0,27.0
360,2016/01/16,оч╢щ,0.0,29.0
361,2016/01/16,оч╢щ,1.0,29.0
362,2016/01/16,оч╢щ,2.0,25.0
363,2016/01/16,оч╢щ,3.0,25.0
364,2016/01/16,оч╢щ,4.0,17.0
365,2016/01/16,оч╢щ,5.0,17.0
366,2016/01/16,оч╢щ,6.0,17.0
367,2016/01/16,оч╢щ,7.0,7.0
368,2016/01/16,оч╢щ,8.0,9.0
369,2016/01/16,оч╢щ,9.0,9.0
370,2016/01/16,оч╢щ,10.0,10.0
371,2016/01/16,оч╢щ,11.0,9.0
372,2016/01/16,оч╢щ,12.0,9.0
373,2016/01/16,оч╢щ,13.0,5.0
374,2016/01/16,оч╢щ,14.0,5.0
375,2016/01/16,оч╢щ,15.0,9.0
376,2016/01/16,оч╢щ,16.0,10.0
377,2016/01/16,оч╢щ,17.0,21.0
378,2016/01/16,оч╢щ,18.0,13.0
379,2016/01/16,оч╢щ,19.0,17.0
380,2016/01/16,оч╢щ,20.0,5.0
381,2016/01/16,оч╢щ,21.0,13.0
382,2016/01/16,оч╢щ,22.0,17.0
383,2016/01/16,оч╢щ,23.0,5.0
384,2016/01/17,оч╢щ,0.0,12.0
385,2016/01/17,оч╢щ,1.0,14.0
386,2016/01/17,оч╢щ,2.0,15.0
387,2016/01/17,оч╢щ,3.0,15.0
388,2016/01/17,оч╢щ,4.0,9.0
389,2016/01/17,оч╢щ,5.0,14.0
390,2016/01/17,оч╢щ,6.0,16.0
391,2016/01/17,оч╢щ,7.0,16.0
392,2016/01/17,оч╢щ,8.0,16.0
393,2016/01/17,оч╢щ,9.0,9.0
394,2016/01/17,оч╢щ,10.0,6.0
395,2016/01/17,оч╢щ,11.0,3.0
396,2016/01/17,оч╢щ,12.0,5.0
397,2016/01/17,оч╢щ,13.0,5.0
398,2016/01/17,оч╢щ,14.0,5.0
399,2016/01/17,оч╢щ,15.0,2.0
400,2016/01/17,оч╢щ,16.0,1.0
401,2016/01/17,оч╢щ,17.0,1.0
402,2016/01/17,оч╢щ,18.0,8.0
403,2016/01/17,оч╢щ,19.0,9.0
404,2016/01/17,оч╢щ,20.0,14.0
405,2016/01/17,оч╢щ,21.0,8.0
406,2016/01/17,оч╢щ,22.0,9.0
407,2016/01/17,оч╢щ,23.0,14.0
408,2016/01/18,оч╢щ,0.0,11.0
409,2016/01/18,оч╢щ,1.0,10.0
410,2016/01/18,оч╢щ,2.0,8.0
411,2016/01/18,оч╢щ,3.0,8.0
412,2016/01/18,оч╢щ,4.0,7.0
413,2016/01/18,оч╢щ,5.0,16.0
414,2016/01/18,оч╢щ,6.0,14.0
415,2016/01/18,оч╢щ,7.0,
416,2016/01/18,оч╢щ,8.0,27.0
417,2016/01/18,оч╢щ,9.0,24.0
418,2016/01/18,оч╢щ,10.0,20.0
419,2016/01/18,оч╢щ,11.0,23.0
420,2016/01/18,оч╢щ,12.0,32.0
421,2016/01/18,оч╢щ,13.0,36.0
422,2016/01/18,оч╢щ,14.0,37.0
423,2016/01/18,оч╢щ,15.0,41.0
424,2016/01/18,оч╢щ,16.0,36.0
425,2016/01/18,оч╢щ,17.0,40.0
426,2016/01/18,оч╢щ,18.0,37.0
427,2016/01/18,оч╢щ,19.0,45.0
428,2016/01/18,оч╢щ,20.0,47.0
429,2016/01/18,оч╢щ,21.0,37.0
430,2016/01/18,оч╢щ,22.0,45.0
431,2016/01/18,оч╢щ,23.0,47.0
432,2016/01/19,оч╢щ,0.0,47.0
433,2016/01/19,оч╢щ,1.0,56.0
434,2016/01/19,оч╢щ,2.0,56.0
435,2016/01/19,оч╢щ,3.0,56.0
436,2016/01/19,оч╢щ,4.0,56.0
437,2016/01/19,оч╢щ,5.0,56.0
438,2016/01/19,оч╢щ,6.0,66.0
439,2016/01/19,оч╢щ,7.0,59.0
440,2016/01/19,оч╢щ,8.0,58.0
441,2016/01/19,оч╢щ,9.0,53.0
442,2016/01/19,оч╢щ,10.0,60.0
443,2016/01/19,оч╢щ,11.0,61.0
444,2016/01/19,оч╢щ,12.0,64.0
445,2016/01/19,оч╢щ,13.0,64.0
446,2016/01/19,оч╢щ,14.0,51.0
447,2016/01/19,оч╢щ,15.0,41.0
448,2016/01/19,оч╢щ,16.0,34.0
449,2016/01/19,оч╢щ,17.0,34.0
450,2016/01/19,оч╢щ,18.0,32*
451,2016/01/19,оч╢щ,19.0,30*
452,2016/01/19,оч╢щ,20.0,23
453,2016/01/19,оч╢щ,21.0,32*
454,2016/01/19,оч╢щ,22.0,30*
455,2016/01/19,оч╢щ,23.0,23
456,2016/01/20,оч╢щ,0.0,17
457,2016/01/20,оч╢щ,1.0,16
458,2016/01/20,оч╢щ,2.0,26
459,2016/01/20,оч╢щ,3.0,20
460,2016/01/20,оч╢щ,4.0,25
461,2016/01/20,оч╢щ,5.0,25
462,2016/01/20,оч╢щ,6.0,15
463,2016/01/20,оч╢щ,7.0,13
464,2016/01/20,оч╢щ,8.0,10
465,2016/01/20,оч╢щ,9.0,9
466,2016/01/20,оч╢щ,10.0,12
467,2016/01/20,оч╢щ,11.0,9
468,2016/01/20,оч╢щ,12.0,11
469,2016/01/20,оч╢щ,13.0,11
470,2016/01/20,оч╢щ,14.0,4
471,2016/01/20,оч╢щ,15.0,8
472,2016/01/20,оч╢щ,16.0,7
473,2016/01/20,оч╢щ,17.0,7
474,2016/01/20,оч╢щ,18.0,8
475,2016/01/20,оч╢щ,19.0,5
476,2016/01/20,оч╢щ,20.0,1
477,2016/01/20,оч╢щ,21.0,8
478,2016/01/20,оч╢щ,22.0,5
479,2016/01/20,оч╢щ,23.0,1
480,2016/01/21,оч╢щ,0.0,1
481,2016/01/21,оч╢щ,1.0,5
482,2016/01/21,оч╢щ,2.0,6
483,2016/01/21,оч╢щ,3.0,10
484,2016/01/21,оч╢щ,4.0,9
485,2016/01/21,оч╢щ,5.0,10
486,2016/01/21,оч╢щ,6.0,7
487,2016/01/21,оч╢щ,7.0,4
488,2016/01/21,оч╢щ,8.0,4
489,2016/01/21,оч╢щ,9.0,9
490,2016/01/21,оч╢щ,10.0,4
491,2016/01/21,оч╢щ,11.0,8
492,2016/01/21,оч╢щ,12.0,4
493,2016/01/21,оч╢щ,13.0,5
494,2016/01/21,оч╢щ,14.0,1
495,2016/01/21,оч╢щ,15.0,1
496,2016/01/21,оч╢щ,16.0,4
497,2016/01/21,оч╢щ,17.0,3
498,2016/01/21,оч╢щ,18.0,3
499,2016/01/21,оч╢щ,19.0,3
500,2016/01/21,оч╢щ,20.0,1
501,2016/01/21,оч╢щ,21.0,3
502,2016/01/21,оч╢щ,22.0,3
503,2016/01/21,оч╢щ,23.0,1
504,2016/01/22,оч╢щ,0.0,1
505,2016/01/22,оч╢щ,1.0,1
506,2016/01/22,оч╢щ,2.0,1
507,2016/01/22,оч╢щ,3.0,3
508,2016/01/22,оч╢щ,4.0,3
509,2016/01/22,оч╢щ,5.0,3
510,2016/01/22,оч╢щ,6.0,1
511,2016/01/22,оч╢щ,7.0,9
512,2016/01/22,оч╢щ,8.0,8
513,2016/01/22,оч╢щ,9.0,8
514,2016/01/22,оч╢щ,10.0,8
515,2016/01/22,оч╢щ,11.0,2
516,2016/01/22,оч╢щ,12.0,7
517,2016/01/22,оч╢щ,13.0,5
518,2016/01/22,оч╢щ,14.0,7
519,2016/01/22,оч╢щ,15.0,9
520,2016/01/22,оч╢щ,16.0,9
521,2016/01/22,оч╢щ,17.0,8
522,2016/01/22,оч╢щ,18.0,1
523,2016/01/22,оч╢щ,19.0,5
524,2016/01/22,оч╢щ,20.0,8
525,2016/01/22,оч╢щ,21.0,1
526,2016/01/22,оч╢щ,22.0,5
527,2016/01/22,оч╢щ,23.0,8
528,2016/01/23,оч╢щ,0.0,11
529,2016/01/23,оч╢щ,1.0,4
530,2016/01/23,оч╢щ,2.0,2
531,2016/01/23,оч╢щ,3.0,1
532,2016/01/23,оч╢щ,4.0,2
533,2016/01/23,оч╢щ,5.0,2
534,2016/01/23,оч╢щ,6.0,3
535,2016/01/23,оч╢щ,7.0,6
536,2016/01/23,оч╢щ,8.0,9
537,2016/01/23,оч╢щ,9.0,15
538,2016/01/23,оч╢щ,10.0,18*
539,2016/01/23,оч╢щ,11.0,22
540,2016/01/23,оч╢щ,12.0,30
541,2016/01/23,оч╢щ,13.0,35
542,2016/01/23,оч╢щ,14.0,35
543,2016/01/23,оч╢щ,15.0,45*
544,2016/01/23,оч╢щ,16.0,40
545,2016/01/23,оч╢щ,17.0,41
546,2016/01/23,оч╢щ,18.0,29
547,2016/01/23,оч╢щ,19.0,29
548,2016/01/23,оч╢щ,20.0,31
549,2016/01/23,оч╢щ,21.0,29
550,2016/01/23,оч╢щ,22.0,29
551,2016/01/23,оч╢щ,23.0,31
552,2016/01/24,оч╢щ,0.0,31
553,2016/01/24,оч╢щ,1.0,32
554,2016/01/24,оч╢щ,2.0,33*
555,2016/01/24,оч╢щ,3.0,29*
556,2016/01/24,оч╢щ,4.0,26*
557,2016/01/24,оч╢щ,5.0,22
558,2016/01/24,оч╢щ,6.0,20
559,2016/01/24,оч╢щ,7.0,18
560,2016/01/24,оч╢щ,8.0,17
561,2016/01/24,оч╢щ,9.0,17
562,2016/01/24,оч╢щ,10.0,13
563,2016/01/24,оч╢щ,11.0,14
564,2016/01/24,оч╢щ,12.0,9
565,2016/01/24,оч╢щ,13.0,11
566,2016/01/24,оч╢щ,14.0,15
567,2016/01/24,оч╢щ,15.0,14
568,2016/01/24,оч╢щ,16.0,18
569,2016/01/24,оч╢щ,17.0,9
570,2016/01/24,оч╢щ,18.0,10
571,2016/01/24,оч╢щ,19.0,10
572,2016/01/24,оч╢щ,20.0,16
573,2016/01/24,оч╢щ,21.0,10
574,2016/01/24,оч╢щ,22.0,10
575,2016/01/24,оч╢щ,23.0,16
576,2016/01/25,оч╢щ,0.0,11
577,2016/01/25,оч╢щ,1.0,7
578,2016/01/25,оч╢щ,2.0,7
579,2016/01/25,оч╢щ,3.0,12
580,2016/01/25,оч╢щ,4.0,9
581,2016/01/25,оч╢щ,5.0,14
582,2016/01/25,оч╢щ,6.0,14
583,2016/01/25,оч╢щ,7.0,20
584,2016/01/25,оч╢щ,8.0,21
585,2016/01/25,оч╢щ,9.0,20
586,2016/01/25,оч╢щ,10.0,22
587,2016/01/25,оч╢щ,11.0,25
588,2016/01/25,оч╢щ,12.0,23
589,2016/01/25,оч╢щ,13.0,21
590,2016/01/25,оч╢щ,14.0,23
591,2016/01/25,оч╢щ,15.0,25
592,2016/01/25,оч╢щ,16.0,23
