,date,location,time,RAINFALL,RH,SO2,THC,UVB,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
0,2016/01/01,оч╢щ,0.0,NR,74.0,3.4,2.0,0.0,101.0,99.0,3.8,3.3
1,2016/01/01,оч╢щ,1.0,NR,78.0,3.0,2.0,0.0,98.0,93.0,3.2,2.7
2,2016/01/01,оч╢щ,2.0,NR,79.0,3.1,2.0,0.0,95.0,96.0,3.4,2.7
3,2016/01/01,оч╢щ,3.0,NR,78.0,2.7,1.9,0.0,96.0,100.0,2.6,2.7
4,2016/01/01,оч╢щ,4.0,NR,80.0,2.5,1.9,0.0,102.0,99.0,3.1,2.9
5,2016/01/01,оч╢щ,5.0,NR,81.0,3.6,1.9,0.0,96.0,95.0,3.1,2.5
6,2016/01/01,оч╢щ,6.0,NR,80.0,3.1,1.9,0.0,101.0,99.0,3.7,3.6
7,2016/01/01,оч╢щ,7.0,NR,72.0,1.9,2.0,4.3,91.0,92.0,3.4,3.6
8,2016/01/01,оч╢щ,8.0,NR,69.0,1.5,2.0,5.2,86.0,79.0,3.7,3.1
9,2016/01/01,оч╢щ,9.0,NR,68.0,1.4,1.9,5.2,89.0,84.0,3.7,3.3
10,2016/01/01,оч╢щ,10.0,NR,67.0,1.5,2.0,4.1,83.0,93.0,3.6,3.1
11,2016/01/01,оч╢щ,11.0,NR,68.0,1.9,2.0,2.5,89.0,84.0,2.9,2.9
12,2016/01/01,оч╢щ,12.0,NR,70.0,3.3,2.0,1.1,84.0,83.0,2.5,2.4
13,2016/01/01,оч╢щ,13.0,NR,76.0,4.2,2.0,0.3,84.0,82.0,2.0,1.9
14,2016/01/01,оч╢щ,14.0,NR,81.0,3.9,2.0,0.0,83.0,85.0,1.5,1.3
15,2016/01/01,оч╢щ,15.0,NR,82.0,4.5,2.0,0.0,88.0,99.0,1.1,1.0
16,2016/01/01,оч╢щ,16.0,NR,83.0,6.1,2.0,0.0,97.0,199.0,0.6,0.6
17,2016/01/01,оч╢щ,17.0,NR,86.0,5.8,2.2,0.0,336.0,330.0,0.5,0.3
18,2016/01/01,оч╢щ,18.0,NR,90.0,3.6,2.6,0.0,356.0,347.0,0.5,0.3
19,2016/01/01,оч╢щ,19.0,NR,93.0,3.0,2.4,0.0,64.0,80.0,0.5,0.4
20,2016/01/01,оч╢щ,20.0,NR,95.0,3.0,2.6,0.0,94.0,126.0,0.5,0.4
21,2016/01/01,оч╢щ,21.0,NR,90.0,3.6,2.6,0.0,356.0,347.0,0.5,0.3
22,2016/01/01,оч╢щ,22.0,NR,93.0,3.0,2.4,0.0,64.0,80.0,0.5,0.4
23,2016/01/01,оч╢щ,23.0,NR,95.0,3.0,2.6,0.0,94.0,126.0,0.5,0.4
24,2016/01/02,оч╢щ,0.0,NR,94.0,4.5,2.6,0.0,126.0,126.0,0.5,0.5
25,2016/01/02,оч╢щ,1.0,NR,93.0,3.7,2.6,0.0,123.0,324.0,0.8,0.3
26,2016/01/02,оч╢щ,2.0,NR,91.0,2.0,2.0,0.0,323.0,326.0,0.5,0.2
27,2016/01/02,оч╢щ,3.0,NR,91.0,1.7,1.9,0.0,41.0,62.0,0.6,0.3
28,2016/01/02,оч╢щ,4.0,NR,91.0,1.6,2.0,0.0,22.0,49.0,0.6,0.3
29,2016/01/02,оч╢щ,5.0,NR,91.0,1.5,2.0,0.0,75.0,81.0,0.5,0.4
30,2016/01/02,оч╢щ,6.0,NR,91.0,1.3,2.0,0.0,82.0,85.0,0.6,0.5
31,2016/01/02,оч╢щ,7.0,NR,88.0,1.5,2.0,1.0,344.0,316.0,1.7,0.3
32,2016/01/02,оч╢щ,8.0,NR,88.0,1.8,2.0,1.2,340.0,357.0,1.3,0.3
33,2016/01/02,оч╢щ,9.0,NR,88.0,2.4,2.0,1.3,316.0,323.0,1.0,0.4
34,2016/01/02,оч╢щ,10.0,NR,86.0,2.4,2.0,1.4,331.0,346.0,0.9,0.4
35,2016/01/02,оч╢щ,11.0,NR,84.0,2.3,2.0,1.5,301.0,314.0,0.7,0.4
36,2016/01/02,оч╢щ,12.0,NR,83.0,2.7,2.1,0.5,278.0,269.0,0.9,0.3
37,2016/01/02,оч╢щ,13.0,NR,84.0,2.9,2.3,0.1,289.0,299.0,0.7,0.5
38,2016/01/02,оч╢щ,14.0,NR,87.0,3.4,2.3,0.0,128.0,81.0,0.6,0.2
39,2016/01/02,оч╢щ,15.0,NR,89.0,19.0,2.4,0.0,101.0,96.0,0.8,0.5
40,2016/01/02,оч╢щ,16.0,NR,89.0,15.0,2.7,0.0,16.0,17.0,0.5,0.3
41,2016/01/02,оч╢щ,17.0,NR,89.0,7.6,2.8,0.0,231.0,128.0,0.5,0.3
42,2016/01/02,оч╢щ,18.0,NR,93.0,4.6,2.9,0.0,117.0,344.0,0.6,0.3
43,2016/01/02,оч╢щ,19.0,0.2,95.0,10.0,3.0,0.0,96.0,143.0,0.7,0.2
44,2016/01/02,оч╢щ,20.0,NR,95.0,14.0,3.1,0.0,170.0,245.0,0.6,0.4
45,2016/01/02,оч╢щ,21.0,NR,93.0,4.6,2.9,0.0,117.0,344.0,0.6,0.3
46,2016/01/02,оч╢щ,22.0,0.2,95.0,10.0,3.0,0.0,96.0,143.0,0.7,0.2
47,2016/01/02,оч╢щ,23.0,NR,95.0,14.0,3.1,0.0,170.0,245.0,0.6,0.4
48,2016/01/03,оч╢щ,0.0,NR,94.0,7.4,2.9,0.0,316.0,214.0,0.6,0.1
49,2016/01/03,оч╢щ,1.0,NR,94.0,7.0,2.8,0.0,282.0,296.0,0.9,0.1
50,2016/01/03,оч╢щ,2.0,0.2,95.0,5.2,2.3,0.0,206.0,201.0,0.5,0.4
51,2016/01/03,оч╢щ,3.0,NR,97.0,4.3,2.4,0.0,133.0,124.0,0.6,0.5
52,2016/01/03,оч╢щ,4.0,NR,96.0,4.6,2.5,0.0,17.0,54.0,0.5,0.3
53,2016/01/03,оч╢щ,5.0,0.8,96.0,4.4,2.5,0.0,109.0,71.0,0.5,0.3
54,2016/01/03,оч╢щ,6.0,0.4,97.0,27.0,2.4,0.0,123.0,108.0,0.6,0.7
55,2016/01/03,оч╢щ,7.0,1.4,95.0,6.2,2.3,1.6,80.0,83.0,0.7,0.7
56,2016/01/03,оч╢щ,8.0,1.2,94.0,3.6,2.4,1.6,48.0,110.0,0.8,0.3
57,2016/01/03,оч╢щ,9.0,1.2,94.0,3.5,2.3,1.3,93.0,19.0,0.6,0.5
58,2016/01/03,оч╢щ,10.0,1.6,95.0,2.3,2.4,1.0,92.0,66.0,1.0,0.6
59,2016/01/03,оч╢щ,11.0,NR,94.0,2.5,2.3,1.2,105.0,96.0,0.8,0.8
60,2016/01/03,оч╢щ,12.0,NR,92.0,3.7,2.0,0.7,78.0,76.0,0.7,0.7
61,2016/01/03,оч╢щ,13.0,NR,93.0,2.2,2.2,0.2,84.0,55.0,0.6,0.5
62,2016/01/03,оч╢щ,14.0,NR,94.0,2.6,2.2,0.0,107.0,93.0,0.9,0.3
63,2016/01/03,оч╢щ,15.0,0.4,94.0,11.0,2.3,0.0,97.0,159.0,0.5,0.4
64,2016/01/03,оч╢щ,16.0,0.4,95.0,9.5,2.2,0.0,133.0,126.0,1.2,0.7
65,2016/01/03,оч╢щ,17.0,4,96.0,5.4,2.1,0.0,105.0,90.0,1.3,0.9
66,2016/01/03,оч╢щ,18.0,0.2,96.0,4.2,2.0,0.0,110.0,125.0,1.2,1.2
67,2016/01/03,оч╢щ,19.0,NR,97.0,3.8,2.0,0.0,106.0,119.0,1.2,1.1
68,2016/01/03,оч╢щ,20.0,NR,96.0,4.3,2.1,0.0,134.0,159.0,0.6,0.9
69,2016/01/03,оч╢щ,21.0,0.2,96.0,4.2,2.0,0.0,110.0,125.0,1.2,1.2
70,2016/01/03,оч╢щ,22.0,NR,97.0,3.8,2.0,0.0,106.0,119.0,1.2,1.1
71,2016/01/03,оч╢щ,23.0,NR,96.0,4.3,2.1,0.0,134.0,159.0,0.6,0.9
72,2016/01/04,оч╢щ,0.0,0.2,97.0,5.5,2.1,0.0,121.0,161.0,0.7,0.6
73,2016/01/04,оч╢щ,1.0,NR,96.0,5.9,2.1,0.0,59.0,50.0,0.5,0.5
74,2016/01/04,оч╢щ,2.0,NR,96.0,3.7,2.6,0.0,50.0,50.0,0.5,0.5
75,2016/01/04,оч╢щ,3.0,NR,97.0,4.3,2.5,0.0,46.0,245.0,0.7,0.3
76,2016/01/04,оч╢щ,4.0,NR,97.0,3.3,2.5,0.0,25.0,50.0,0.5,0.4
77,2016/01/04,оч╢щ,5.0,NR,98.0,3.6,2.7,0.0,112.0,53.0,0.6,0.5
78,2016/01/04,оч╢щ,6.0,NR,98.0,5.1,2.8,0.0,51.0,51.0,0.5,0.5
79,2016/01/04,оч╢щ,7.0,NR,86.0,6.0,2.7,2.9,282.0,262.0,1.0,0.7
80,2016/01/04,оч╢щ,8.0,NR,83.0,5.7,2.5,2.6,290.0,277.0,0.8,0.8
81,2016/01/04,оч╢щ,9.0,NR,84.0,4.9,2.2,1.6,299.0,291.0,1.1,0.6
82,2016/01/04,оч╢щ,10.0,NR,87.0,4.1,2.2,0.8,290.0,287.0,1.0,0.5
83,2016/01/04,оч╢щ,11.0,NR,86.0,3.2,2.1,0.7,280.0,286.0,1.4,0.9
84,2016/01/04,оч╢щ,12.0,NR,87.0,3.9,2.2,0.4,299.0,330.0,0.6,0.7
85,2016/01/04,оч╢щ,13.0,NR,88.0,3.5,2.2,0.1,105.0,121.0,0.7,0.1
86,2016/01/04,оч╢щ,14.0,NR,90.0,11.0,2.4,0.0,127.0,128.0,0.7,0.7
87,2016/01/04,оч╢щ,15.0,NR,92.0,13.0,2.5,0.0,103.0,88.0,0.5,0.6
88,2016/01/04,оч╢щ,16.0,NR,91.0,15.0,2.8,0.0,103.0,113.0,0.9,0.9
89,2016/01/04,оч╢щ,17.0,NR,92.0,23.0,3.1,0.0,116.0,128.0,0.9,0.9
90,2016/01/04,оч╢щ,18.0,NR,92.0,8.7,3.3,0.0,136.0,141.0,0.7,0.7
91,2016/01/04,оч╢щ,19.0,NR,92.0,7.4,3.6,0.0,132.0,115.0,0.7,0.7
92,2016/01/04,оч╢щ,20.0,NR,93.0,7.5,3.2,0.0,121.0,130.0,0.8,0.9
93,2016/01/04,оч╢щ,21.0,NR,92.0,8.7,3.3,0.0,136.0,141.0,0.7,0.7
94,2016/01/04,оч╢щ,22.0,NR,92.0,7.4,3.6,0.0,132.0,115.0,0.7,0.7
95,2016/01/04,оч╢щ,23.0,NR,93.0,7.5,3.2,0.0,121.0,130.0,0.8,0.9
96,2016/01/05,оч╢щ,0.0,NR,93.0,6.4,2.9,0.0,140.0,157.0,0.5,0.5
97,2016/01/05,оч╢щ,1.0,NR,93.0,10.0,3.4,0.0,223.0,230.0,0.6,0.3
98,2016/01/05,оч╢щ,2.0,NR,95.0,11.0,3.7,0.0,288.0,317.0,0.6,0.5
99,2016/01/05,оч╢щ,3.0,NR,96.0,12.0,2.7,0.0,274.0,167.0,0.5,0.3
100,2016/01/05,оч╢щ,4.0,NR,97.0,12.0,3.0,0.0,104.0,3.2,0.5,0.4
101,2016/01/05,оч╢щ,5.0,NR,97.0,10.0,2.8,0.0,81.0,51.0,0.5,0.4
102,2016/01/05,оч╢щ,6.0,NR,97.0,6.1,3.0,0.0,114.0,122.0,1.0,0.7
103,2016/01/05,оч╢щ,7.0,NR,87.0,7.7,2.9,2.5,313.0,292.0,1.1,0.6
104,2016/01/05,оч╢щ,8.0,NR,88.0,7.0,2.4,1.7,294.0,286.0,1.1,1.0
105,2016/01/05,оч╢щ,9.0,NR,89.0,5.4,2.2,1.9,292.0,297.0,1.2,0.9
106,2016/01/05,оч╢щ,10.0,NR,90.0,6.2,2.1,0.9,288.0,307.0,1.2,0.4
107,2016/01/05,оч╢щ,11.0,NR,92.0,3.6,2.0,0.4,304.0,351.0,1.2,0.2
108,2016/01/05,оч╢щ,12.0,NR,91.0,2.4,2.0,0.3,14.0,332.0,0.7,0.3
109,2016/01/05,оч╢щ,13.0,NR,88.0,2.7,2.0,0.1,353.0,21.0,1.1,0.3
110,2016/01/05,оч╢щ,14.0,0.6,89.0,2.4,2.0,0.0,98.0,69.0,0.7,0.4
111,2016/01/05,оч╢щ,15.0,NR,91.0,2.3,2.2,0.0,357.0,68.0,0.7,0.2
112,2016/01/05,оч╢щ,16.0,NR,91.0,3.2,2.2,0.0,111.0,113.0,1.7,1.1
113,2016/01/05,оч╢щ,17.0,NR,88.0,6.7,2.0,0.0,91.0,62.0,0.8,0.9
114,2016/01/05,оч╢щ,18.0,NR,87.0,4.8,2.1,0.0,63.0,68.0,1.0,0.7
115,2016/01/05,оч╢щ,19.0,NR,87.0,4.9,2.0,0.0,71.0,66.0,0.8,1.0
116,2016/01/05,оч╢щ,20.0,NR,89.0,5.4,2.0,0.0,76.0,98.0,1.0,0.9
117,2016/01/05,оч╢щ,21.0,NR,87.0,4.8,2.1,0.0,63.0,68.0,1.0,0.7
118,2016/01/05,оч╢щ,22.0,NR,87.0,4.9,2.0,0.0,71.0,66.0,0.8,1.0
119,2016/01/05,оч╢щ,23.0,NR,89.0,5.4,2.0,0.0,76.0,98.0,1.0,0.9
120,2016/01/06,оч╢щ,0.0,NR,90.0,7.8,2.1,0.0,70.0,61.0,1.2,0.8
121,2016/01/06,оч╢щ,1.0,NR,89.0,8.7,2.0,0.0,72.0,77.0,1.0,0.7
122,2016/01/06,оч╢щ,2.0,NR,89.0,6.8,1.9,0.0,76.0,83.0,2.0,1.2
123,2016/01/06,оч╢щ,3.0,NR,88.0,6.6,1.9,0.0,88.0,85.0,2.1,1.9
124,2016/01/06,оч╢щ,4.0,NR,88.0,5.1,1.9,0.0,85.0,97.0,2.9,2.0
125,2016/01/06,оч╢щ,5.0,NR,85.0,2.9,1.9,0.0,98.0,269.0,1.3,2.1
126,2016/01/06,оч╢щ,6.0,13,90.0,2.2,1.9,0.0,208.0,88.0,2.8,0.0
127,2016/01/06,оч╢щ,7.0,2.8,94.0,2.0,2.1,1.0,116.0,91.0,0.7,0.2
128,2016/01/06,оч╢щ,8.0,0.6,92.0,2.5#,2.3,1.3,177.0,46.0,0.5,0.3
129,2016/01/06,оч╢щ,9.0,0.4,93.0,1.8,2.0,0.9,39.0,79.0,1.5,0.2
130,2016/01/06,оч╢щ,10.0,NR,94.0,1.7,1.9,1.2,46.0,52.0,2.0,0.3
131,2016/01/06,оч╢щ,11.0,NR,91.0,1.7,1.9,1.5,11.0,313.0,1.9,0.2
132,2016/01/06,оч╢щ,12.0,NR,91.0,1.7,1.9,0.3,82.0,69.0,1.4,0.3
133,2016/01/06,оч╢щ,13.0,NR,91.0,1.8,2.0,0.1,77.0,61.0,1.2,0.4
134,2016/01/06,оч╢щ,14.0,NR,90.0,1.7,2.0,0.0,125.0,134.0,1.8,0.3
135,2016/01/06,оч╢щ,15.0,NR,88.0,1.6,2.0,0.0,133.0,76.0,1.7,0.2
136,2016/01/06,оч╢щ,16.0,NR,87.0,1.6,2.0,0.0,71.0,59.0,1.1,0.6
137,2016/01/06,оч╢щ,17.0,NR,87.0,1.6,1.9,0.0,74.0,67.0,1.2,1.0
138,2016/01/06,оч╢щ,18.0,NR,87.0,1.6,1.9,0.0,66.0,60.0,1.8,1.2
139,2016/01/06,оч╢щ,19.0,NR,87.0,1.5,1.9,0.0,65.0,61.0,2.0,0.8
140,2016/01/06,оч╢щ,20.0,NR,86.0,1.6,1.9,0.0,80.0,72.0,1.8,0.9
141,2016/01/06,оч╢щ,21.0,NR,87.0,1.6,1.9,0.0,66.0,60.0,1.8,1.2
142,2016/01/06,оч╢щ,22.0,NR,87.0,1.5,1.9,0.0,65.0,61.0,2.0,0.8
143,2016/01/06,оч╢щ,23.0,NR,86.0,1.6,1.9,0.0,80.0,72.0,1.8,0.9
144,2016/01/07,оч╢щ,0.0,NR,85.0,1.6,1.9,0.0,71.0,67.0,1.5,0.9
145,2016/01/07,оч╢щ,1.0,NR,84.0,1.5,1.9,0.0,75.0,74.0,1.3,0.7
146,2016/01/07,оч╢щ,2.0,NR,82.0,1.4,1.9,0.0,74.0,84.0,1.5,0.9
147,2016/01/07,оч╢щ,3.0,NR,82.0,1.4,1.9,0.0,88.0,80.0,1.3,0.9
148,2016/01/07,оч╢щ,4.0,NR,82.0,1.5,1.9,0.0,71.0,55.0,0.7,0.6
149,2016/01/07,оч╢щ,5.0,NR,83.0,1.7,1.9,0.0,65.0,62.0,0.8,0.6
150,2016/01/07,оч╢щ,6.0,NR,84.0,1.8,2.0,0.0,63.0,63.0,0.8,0.5
151,2016/01/07,оч╢щ,7.0,NR,75.0,5,2.1,2.4,89.0,89.0,2.9,1.9
152,2016/01/07,оч╢щ,8.0,NR,70.0,4.6,2.0,4.9,95.0,90.0,2.7,2.5
153,2016/01/07,оч╢щ,9.0,NR,69.0,2.6,2.0,4.7,89.0,82.0,3.0,2.8
154,2016/01/07,оч╢щ,10.0,NR,69.0,2.9,2.0,3.1,84.0,84.0,2.6,2.3
155,2016/01/07,оч╢щ,11.0,NR,71.0,3.9,2.0,1.4,82.0,81.0,1.4,1.7
156,2016/01/07,оч╢щ,12.0,NR,75.0,2.8,2.1,0.3,74.0,61.0,1.1,0.9
157,2016/01/07,оч╢щ,13.0,NR,77.0,2.5,2.1,0.1,73.0,81.0,1.6,0.9
158,2016/01/07,оч╢щ,14.0,NR,78.0,5.7,2.1,0.0,83.0,75.0,1.4,1.6
159,2016/01/07,оч╢щ,15.0,NR,81.0,3.7,2.1,0.0,74.0,65.0,1.2,1.2
160,2016/01/07,оч╢щ,16.0,NR,82.0,4.2,2.1,0.0,78.0,76.0,1.7,1.4
161,2016/01/07,оч╢щ,17.0,NR,84.0,6,2.0,0.0,74.0,80.0,1.9,1.5
162,2016/01/07,оч╢щ,18.0,NR,85.0,7.8,2.0,0.0,80.0,82.0,2.4,1.7
163,2016/01/07,оч╢щ,19.0,NR,85.0,8.2,2.0,0.0,88.0,82.0,2.0,1.7
164,2016/01/07,оч╢щ,20.0,NR,85.0,8.1,2.0,0.0,91.0,98.0,2.6,2.3
165,2016/01/07,оч╢щ,21.0,NR,85.0,7.8,2.0,0.0,80.0,82.0,2.4,1.7
166,2016/01/07,оч╢щ,22.0,NR,85.0,8.2,2.0,0.0,88.0,82.0,2.0,1.7
167,2016/01/07,оч╢щ,23.0,NR,85.0,8.1,2.0,0.0,91.0,98.0,2.6,2.3
168,2016/01/08,оч╢щ,0.0,NR,86.0,3.5,2.0,0.0,82.0,82.0,2.4,1.9
169,2016/01/08,оч╢щ,1.0,NR,87.0,2.7,1.9,0.0,83.0,84.0,1.5,0.9
170,2016/01/08,оч╢щ,2.0,0.4,90.0,4.2,1.9,0.0,71.0,340.0,1.0,0.7
171,2016/01/08,оч╢щ,3.0,0.8,92.0,2.4,2.0,0.0,281.0,261.0,1.3,0.3
172,2016/01/08,оч╢щ,4.0,1.4,94.0,1.6,2.0,0.0,27.0,105.0,1.4,0.2
173,2016/01/08,оч╢щ,5.0,0.2,91.0,1.5,1.9,0.0,54.0,295.0,1.2,0.2
174,2016/01/08,оч╢щ,6.0,0.4,88.0,1.4,1.9,0.0,58.0,69.0,1.5,0.3
175,2016/01/08,оч╢щ,7.0,NR,82.0,2,2.1,0.9,54.0,67.0,1.8,0.5
176,2016/01/08,оч╢щ,8.0,NR,78.0,1.9,2.0,1.2,77.0,68.0,1.3,0.7
177,2016/01/08,оч╢щ,9.0,NR,78.0,1.9,2.0,1.0,76.0,57.0,2.0,0.6
178,2016/01/08,оч╢щ,10.0,NR,76.0,1.8,2.0,1.5,93.0,97.0,2.7,0.7
179,2016/01/08,оч╢щ,11.0,NR,76.0,1.8,2.0,0.4,83.0,81.0,1.5,0.8
180,2016/01/08,оч╢щ,12.0,NR,75.0,1.9,2.0,0.2,81.0,83.0,1.3,0.8
181,2016/01/08,оч╢щ,13.0,NR,75.0,2.6,2.1,0.1,67.0,68.0,0.6,0.5
182,2016/01/08,оч╢щ,14.0,NR,77.0,3.5,2.2,0.0,67.0,62.0,1.0,0.7
183,2016/01/08,оч╢щ,15.0,NR,80.0,2.8,2.1,0.0,72.0,52.0,0.8,0.8
184,2016/01/08,оч╢щ,16.0,NR,79.0,2.1,2.0,0.0,59.0,64.0,1.1,0.7
185,2016/01/08,оч╢щ,17.0,NR,80.0,1.5,2.0,0.0,62.0,56.0,1.8,0.7
186,2016/01/08,оч╢щ,18.0,NR,79.0,1.5,2.0,0.0,65.0,73.0,1.2,0.6
187,2016/01/08,оч╢щ,19.0,NR,80.0,2.4,2.0,0.0,71.0,68.0,0.9,0.8
188,2016/01/08,оч╢щ,20.0,NR,80.0,4.6,2.0,0.0,76.0,69.0,1.1,1.0
189,2016/01/08,оч╢щ,21.0,NR,79.0,1.5,2.0,0.0,65.0,73.0,1.2,0.6
190,2016/01/08,оч╢щ,22.0,NR,80.0,2.4,2.0,0.0,71.0,68.0,0.9,0.8
191,2016/01/08,оч╢щ,23.0,NR,80.0,4.6,2.0,0.0,76.0,69.0,1.1,1.0
192,2016/01/09,оч╢щ,0.0,NR,81.0,6,2.0,0.0,79.0,86.0,1.4,1.1
193,2016/01/09,оч╢щ,1.0,NR,82.0,3.9,2.0,0.0,73.0,76.0,1.3,1.0
194,2016/01/09,оч╢щ,2.0,NR,82.0,4.7,2.0,0.0,67.0,73.0,1.0,0.9
195,2016/01/09,оч╢щ,3.0,NR,81.0,7.1,2.0,0.0,76.0,82.0,1.2,0.9
196,2016/01/09,оч╢щ,4.0,NR,82.0,6.1,2.0,0.0,82.0,69.0,1.0,1.0
197,2016/01/09,оч╢щ,5.0,NR,81.0,3.6,2.0,0.0,67.0,53.0,1.2,0.6
198,2016/01/09,оч╢щ,6.0,NR,81.0,2.8,2.0,0.0,96.0,95.0,2.2,1.4
199,2016/01/09,оч╢щ,7.0,NR,69.0,6.9,2.0,4.2,96.0,98.0,3.3,3.2
200,2016/01/09,оч╢щ,8.0,NR,66.0,3.7,2.0,5.2,96.0,95.0,3.6,3.7
201,2016/01/09,оч╢щ,9.0,NR,63.0,2.6,2.0,5.3,85.0,80.0,3.1,2.9
202,2016/01/09,оч╢щ,10.0,NR,64.0,2.1,2.0,4.3,81.0,85.0,3.8,3.2
203,2016/01/09,оч╢щ,11.0,NR,65.0,2.2,2.0,2.7,81.0,77.0,3.5,2.7
204,2016/01/09,оч╢щ,12.0,NR,69.0,3.5,2.0,1.2,87.0,91.0,4.0,3.0
205,2016/01/09,оч╢щ,13.0,NR,75.0,5.3,2.0,0.3,87.0,85.0,2.9,2.8
206,2016/01/09,оч╢щ,14.0,NR,79.0,4,2.0,0.0,87.0,85.0,2.8,2.3
207,2016/01/09,оч╢щ,15.0,NR,81.0,7.1,2.0,0.0,88.0,86.0,2.5,2.2
208,2016/01/09,оч╢щ,16.0,NR,82.0,9.1,2.0,0.0,92.0,97.0,2.2,2.2
209,2016/01/09,оч╢щ,17.0,NR,82.0,8.2,2.0,0.0,96.0,98.0,3.2,2.5
210,2016/01/09,оч╢щ,18.0,NR,83.0,8.2,2.0,0.0,99.0,105.0,3.4,2.8
211,2016/01/09,оч╢щ,19.0,NR,84.0,7,2.0,0.0,102.0,101.0,2.5,2.5
212,2016/01/09,оч╢щ,20.0,NR,85.0,5.8,2.0,0.0,103.0,103.0,2.2,2.3
213,2016/01/09,оч╢щ,21.0,NR,83.0,8.2,2.0,0.0,99.0,105.0,3.4,2.8
214,2016/01/09,оч╢щ,22.0,NR,84.0,7,2.0,0.0,102.0,101.0,2.5,2.5
215,2016/01/09,оч╢щ,23.0,NR,85.0,5.8,2.0,0.0,103.0,103.0,2.2,2.3
216,2016/01/10,оч╢щ,0.0,NR,85.0,5.3,2.0,0.0,129.0,144.0,1.0,0.7
217,2016/01/10,оч╢щ,1.0,NR,89.0,6.4,2.3,0.0,173.0,219.0,0.6,0.4
218,2016/01/10,оч╢щ,2.0,NR,91.0,4.1,2.5,0.0,286.0,14.0,0.5,0.1
219,2016/01/10,оч╢щ,3.0,NR,93.0,8.3,2.6,0.0,129.0,132.0,1.0,0.8
220,2016/01/10,оч╢щ,4.0,NR,92.0,8.4,2.3,0.0,143.0,157.0,0.5,0.7
221,2016/01/10,оч╢щ,5.0,NR,90.0,6.2,2.5,0.0,116.0,106.0,0.5,0.2
222,2016/01/10,оч╢щ,6.0,NR,90.0,10,2.6,0.0,110.0,116.0,0.8,0.7
223,2016/01/10,оч╢щ,7.0,NR,75.0,29,2.4,3.1,154.0,108.0,0.9,0.7
224,2016/01/10,оч╢щ,8.0,NR,71.0,14,2.0,4.3,97.0,101.0,2.0,1.6
225,2016/01/10,оч╢щ,9.0,NR,68.0,5.6,2.1,3.6,102.0,103.0,1.5,1.3
226,2016/01/10,оч╢щ,10.0,NR,68.0,4.7,2.2,2.6,96.0,110.0,1.1,0.7
227,2016/01/10,оч╢щ,11.0,NR,71.0,6.1,2.3,1.3,82.0,279.0,1.6,0.3
228,2016/01/10,оч╢щ,12.0,NR,83.0,3.4,2.1,0.7,299.0,281.0,1.3,0.5
229,2016/01/10,оч╢щ,13.0,NR,85.0,3,2.1,0.2,20.0,336.0,0.5,0.3
230,2016/01/10,оч╢щ,14.0,NR,85.0,5.9,2.2,0.0,60.0,51.0,1.1,0.6
231,2016/01/10,оч╢щ,15.0,NR,85.0,5.9,2.0,0.0,74.0,87.0,0.8,0.5
232,2016/01/10,оч╢щ,16.0,NR,88.0,7.1,2.2,0.0,89.0,97.0,1.0,0.5
233,2016/01/10,оч╢щ,17.0,NR,90.0,9.5,2.3,0.0,60.0,341.0,0.7,0.3
234,2016/01/10,оч╢щ,18.0,NR,90.0,6.1,2.4,0.0,3.0,105.0,0.5,0.2
235,2016/01/10,оч╢щ,19.0,NR,91.0,4.7,2.6,0.0,31.0,39.0,0.5,0.3
236,2016/01/10,оч╢щ,20.0,NR,90.0,4.1,2.7,0.0,25.0,321.0,0.7,0.2
237,2016/01/10,оч╢щ,21.0,NR,90.0,6.1,2.4,0.0,3.0,105.0,0.5,0.2
238,2016/01/10,оч╢щ,22.0,NR,91.0,4.7,2.6,0.0,31.0,39.0,0.5,0.3
239,2016/01/10,оч╢щ,23.0,NR,90.0,4.1,2.7,0.0,25.0,321.0,0.7,0.2
240,2016/01/11,оч╢щ,0.0,NR,90.0,2.9,2.3,0.0,313.0,2.0,0.7,0.3
241,2016/01/11,оч╢щ,1.0,NR,91.0,1,1.9,0.0,59.0,69.0,2.1,0.2
242,2016/01/11,оч╢щ,2.0,NR,92.0,0.9,1.9,0.0,113.0,140.0,2.8,0.1
243,2016/01/11,оч╢щ,3.0,NR,91.0,0.8,1.9,0.0,89.0,110.0,1.5,0.3
244,2016/01/11,оч╢щ,4.0,NR,87.0,0.9,1.8,0.0,124.0,127.0,0.9,0.4
245,2016/01/11,оч╢щ,5.0,0.4,89.0,1.4,1.9,0.0,91.0,21.0,0.9,0.6
246,2016/01/11,оч╢щ,6.0,1,93.0,1.2,2.0,0.0,356.0,232.0,0.5,0.2
247,2016/01/11,оч╢щ,7.0,2,96.0,3.4,2.1,0.7,80.0,79.0,0.9,0.7
248,2016/01/11,оч╢щ,8.0,1.4,95.0,1.8,2.1,1.0,34.0,31.0,0.8,0.3
249,2016/01/11,оч╢щ,9.0,6.8,95.0,1.1,2.1,0.4,344.0,58.0,1.0,0.3
250,2016/01/11,оч╢щ,10.0,1.6,94.0,1.3,2.0,0.7,311.0,304.0,1.0,0.2
251,2016/01/11,оч╢щ,11.0,2.4,95.0,2.4,2.0,0.3,284.0,307.0,1.1,0.2
252,2016/01/11,оч╢щ,12.0,1.6,95.0,2.4,2.1,0.2,323.0,15.0,0.6,0.3
