,date,location,time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10
0,2016/01/01,оч╢щ,0.0,16.0,1.9,0.47,0.08,0.5,8.2,8.7,50.0,90.0
1,2016/01/01,оч╢щ,1.0,15.0,1.9,0.47,0.07,0.6,8.0,8.6,49.0,84.0
2,2016/01/01,оч╢щ,2.0,16.0,1.9,0.42,0.06,0.7,7.8,8.5,47.0,73.0
3,2016/01/01,оч╢щ,3.0,16.0,1.9,0.37,0.05,0.4,5.3,5.7,46.0,66.0
4,2016/01/01,оч╢щ,4.0,16.0,1.9,0.35,0.05,0.7,4.9,5.6,45.0,60.0
5,2016/01/01,оч╢щ,5.0,16.0,1.9,0.35,0.05,0.7,5.5,6.2,43.0,64.0
6,2016/01/01,оч╢щ,6.0,16.0,1.9,0.35,0.06,0.6,5.5,6.1,43.0,69.0
7,2016/01/01,оч╢щ,7.0,20.0,1.9,0.44,0.09,2.4,9.9,12.0,40.0,58.0
8,2016/01/01,оч╢щ,8.0,21.0,1.9,0.44,0.1,2.6,10.0,13.0,40.0,56.0
9,2016/01/01,оч╢щ,9.0,22.0,1.9,0.41,0.08,2.4,8.4,11.0,43.0,51.0
10,2016/01/01,оч╢щ,10.0,22.0,1.9,0.42,0.08,2.3,8.7,11.0,43.0,45.0
11,2016/01/01,оч╢щ,11.0,22.0,1.9,0.43,0.08,2.2,9.8,12.0,42.0,43.0
12,2016/01/01,оч╢щ,12.0,22.0,1.9,0.45,0.1,2.3,11.0,13.0,39.0,53.0
13,2016/01/01,оч╢щ,13.0,21.0,1.9,0.48,0.11,1.9,14.0,16.0,34.0,59.0
14,2016/01/01,оч╢щ,14.0,20.0,1.9,0.55,0.13,1.5,17.0,19.0,32.0,56.0
15,2016/01/01,оч╢щ,15.0,20.0,1.9,0.6,0.15,1.1,21.0,22.0,28.0,44.0
16,2016/01/01,оч╢щ,16.0,19.0,1.9,0.57,0.14,1.0,22.0,23.0,27.0,39.0
17,2016/01/01,оч╢щ,17.0,19.0,2.0,0.76,0.23,4.1,30.0,35.0,17.0,41.0
18,2016/01/01,оч╢щ,18.0,18.0,2.2,1.13,0.4,17.0,38.0,55.0,1.8,46.0
19,2016/01/01,оч╢щ,19.0,17.0,2.1,1.12,0.36,21.0,35.0,55.0,1.3,47.0
20,2016/01/01,оч╢щ,20.0,17.0,2.2,1.41,0.46,34.0,32.0,66.0,1.3,48.0
21,2016/01/01,оч╢щ,21.0,18.0,2.2,1.13,0.4,17.0,38.0,55.0,1.8,46.0
22,2016/01/01,оч╢щ,22.0,17.0,2.1,1.12,0.36,21.0,35.0,55.0,1.3,47.0
23,2016/01/01,оч╢щ,23.0,17.0,2.2,1.41,0.46,34.0,32.0,66.0,1.3,48.0
24,2016/01/02,оч╢щ,0.0,17.0,2.2,1.19,0.42,26.0,31.0,57.0,1.4,47.0
25,2016/01/02,оч╢щ,1.0,18.0,2.2,1.0,0.36,18.0,29.0,47.0,2.4,49.0
26,2016/01/02,оч╢щ,2.0,18.0,1.9,0.37,0.08,1.0,6.9,7.9,37.0,57.0
27,2016/01/02,оч╢щ,3.0,18.0,1.9,0.35,0.05,0.6,5.9,6.4,36.0,56.0
28,2016/01/02,оч╢щ,4.0,17.0,1.9,0.34,0.04,0.9,6.2,7.2,34.0,57.0
29,2016/01/02,оч╢щ,5.0,17.0,1.9,0.36,0.05,0.6,5.6,6.2,33.0,59.0
30,2016/01/02,оч╢щ,6.0,17.0,1.9,0.39,0.06,0.5,7.5,8.0,29.0,63.0
31,2016/01/02,оч╢щ,7.0,18.0,1.9,0.46,0.11,2.1,12.0,14.0,31.0,49.0
32,2016/01/02,оч╢щ,8.0,18.0,1.9,0.51,0.13,2.7,15.0,18.0,27.0,59.0
33,2016/01/02,оч╢щ,9.0,18.0,1.9,0.52,0.14,2.6,16.0,18.0,29.0,66.0
34,2016/01/02,оч╢щ,10.0,19.0,1.9,0.5,0.11,2.6,14.0,17.0,33.0,71.0
35,2016/01/02,оч╢щ,11.0,19.0,1.9,0.57,0.13,3.2,17.0,20.0,30.0,79.0
36,2016/01/02,оч╢щ,12.0,20.0,2.0,0.65,0.19,3.3,24.0,27.0,23.0,78.0
37,2016/01/02,оч╢щ,13.0,19.0,2.0,0.84,0.3,4.9,37.0,42.0,13.0,86.0
38,2016/01/02,оч╢щ,14.0,19.0,2.0,0.9,0.31,4.0,42.0,46.0,5.7,82.0
39,2016/01/02,оч╢щ,15.0,19.0,2.0,1.1,0.4,12.0,41.0,53.0,2.9,87.0
40,2016/01/02,оч╢щ,16.0,19.0,2.1,1.39,0.53,25.0,41.0,66.0,1.9,93.0
41,2016/01/02,оч╢щ,17.0,18.0,2.3,1.4,0.59,33.0,43.0,76.0,1.7,104.0
42,2016/01/02,оч╢щ,18.0,18.0,2.3,1.51,0.61,37.0,40.0,77.0,1.5,108.0
43,2016/01/02,оч╢щ,19.0,18.0,2.3,1.85,0.72,46.0,40.0,86.0,1.5,104.0
44,2016/01/02,оч╢щ,20.0,18.0,2.4,1.64,0.68,46.0,41.0,88.0,1.8,96.0
45,2016/01/02,оч╢щ,21.0,18.0,2.3,1.51,0.61,37.0,40.0,77.0,1.5,108.0
46,2016/01/02,оч╢щ,22.0,18.0,2.3,1.85,0.72,46.0,40.0,86.0,1.5,104.0
47,2016/01/02,оч╢щ,23.0,18.0,2.4,1.64,0.68,46.0,41.0,88.0,1.8,96.0
48,2016/01/03,оч╢щ,0.0,18.0,2.3,1.42,0.54,44.0,40.0,84.0,1.5,96.0
49,2016/01/03,оч╢щ,1.0,18.0,2.3,1.21,0.48,35.0,40.0,75.0,1.4,93.0
50,2016/01/03,оч╢щ,2.0,18.0,2.1,0.76,0.24,14.0,37.0,51.0,2.1,92.0
51,2016/01/03,оч╢щ,3.0,18.0,2.1,0.7,0.27,13.0,36.0,49.0,2.6,83.0
52,2016/01/03,оч╢щ,4.0,18.0,2.2,0.76,0.32,14.0,38.0,51.0,1.4,76.0
53,2016/01/03,оч╢щ,5.0,18.0,2.1,0.69,0.31,7.7,31.0,39.0,3.6,66.0
54,2016/01/03,оч╢щ,6.0,18.0,2.1,0.83,0.31,19.0,33.0,52.0,1.7,65.0
55,2016/01/03,оч╢щ,7.0,19.0,2.0,0.78,0.27,11.0,27.0,38.0,11.0,54.0
56,2016/01/03,оч╢щ,8.0,19.0,2.1,0.84,0.36,9.8,32.0,42.0,12.0,51.0
57,2016/01/03,оч╢щ,9.0,19.0,2.0,0.82,0.28,5.3,29.0,34.0,18.0,45.0
58,2016/01/03,оч╢щ,10.0,19.0,2.1,0.85,0.29,5.8,31.0,37.0,13.0,40.0
59,2016/01/03,оч╢щ,11.0,20.0,2.0,0.72,0.23,6.7,27.0,34.0,17.0,39.0
60,2016/01/03,оч╢щ,12.0,19.0,1.9,0.51,0.15,3.5,21.0,24.0,21.0,38.0
61,2016/01/03,оч╢щ,13.0,19.0,2.0,0.67,0.22,3.7,29.0,33.0,12.0,32.0
62,2016/01/03,оч╢щ,14.0,19.0,2.0,0.75,0.25,4.5,33.0,38.0,5.6,27.0
63,2016/01/03,оч╢щ,15.0,19.0,2.0,0.91,0.33,15.0,38.0,53.0,1.5,21.0
64,2016/01/03,оч╢щ,16.0,19.0,2.0,0.77,0.27,12.0,35.0,46.0,2.4,23.0
65,2016/01/03,оч╢щ,17.0,19.0,1.9,0.61,0.19,2.5,28.0,31.0,7.7,22.0
66,2016/01/03,оч╢щ,18.0,18.0,1.9,0.47,0.13,1.1,20.0,21.0,15.0,21.0
67,2016/01/03,оч╢щ,19.0,19.0,1.9,0.49,0.13,0.9,21.0,22.0,13.0,19.0
68,2016/01/03,оч╢щ,20.0,19.0,1.9,0.48,0.14,0.8,21.0,22.0,9.8,16.0
69,2016/01/03,оч╢щ,21.0,18.0,1.9,0.47,0.13,1.1,20.0,21.0,15.0,21.0
70,2016/01/03,оч╢щ,22.0,19.0,1.9,0.49,0.13,0.9,21.0,22.0,13.0,19.0
71,2016/01/03,оч╢щ,23.0,19.0,1.9,0.48,0.14,0.8,21.0,22.0,9.8,16.0
72,2016/01/04,оч╢щ,0.0,19.0,2.0,0.5,0.16,2.1,24.0,26.0,6.6,16.0
73,2016/01/04,оч╢щ,1.0,18.0,1.9,0.45,0.13,1.0,21.0,22.0,8.6,9.0
74,2016/01/04,оч╢щ,2.0,19.0,2.4,0.51,0.23,2.7,23.0,26.0,2.8,9.0
75,2016/01/04,оч╢щ,3.0,19.0,2.3,0.55,0.23,13.0,25.0,38.0,1.3,6.0
76,2016/01/04,оч╢щ,4.0,19.0,2.3,0.57,0.25,13.0,27.0,39.0,1.3,10.0
77,2016/01/04,оч╢щ,5.0,19.0,2.3,0.63,0.33,13.0,27.0,40.0,1.3,16.0
78,2016/01/04,оч╢щ,6.0,19.0,2.4,0.95,0.42,35.0,26.0,61.0,1.4,26.0
79,2016/01/04,оч╢щ,7.0,21.0,2.2,1.18,0.52,29.0,41.0,70.0,10.0,55.0
80,2016/01/04,оч╢щ,8.0,22.0,2.1,0.74,0.4,18.0,34.0,52.0,11.0,54.0
81,2016/01/04,оч╢щ,9.0,22.0,2.0,0.55,0.23,8.7,26.0,35.0,16.0,55.0
82,2016/01/04,оч╢щ,10.0,21.0,2.0,0.48,0.18,4.3,23.0,27.0,19.0,49.0
83,2016/01/04,оч╢щ,11.0,21.0,2.0,0.45,0.18,3.6,22.0,26.0,21.0,37.0
84,2016/01/04,оч╢щ,12.0,21.0,2.0,0.51,0.23,4.9,26.0,31.0,16.0,30.0
85,2016/01/04,оч╢щ,13.0,21.0,2.0,0.54,0.21,3.7,27.0,31.0,15.0,37.0
86,2016/01/04,оч╢щ,14.0,21.0,2.0,0.8,0.44,5.5,34.0,39.0,3.6,48.0
87,2016/01/04,оч╢щ,15.0,21.0,2.1,0.93,0.49,9.4,35.0,45.0,2.1,65.0
88,2016/01/04,оч╢щ,16.0,21.0,2.0,1.14,0.75,24.0,34.0,58.0,1.5,63.0
89,2016/01/04,оч╢щ,17.0,21.0,2.1,1.37,1.04,35.0,37.0,72.0,1.7,66.0
90,2016/01/04,оч╢щ,18.0,21.0,2.2,1.91,1.16,52.0,40.0,92.0,1.5,61.0
91,2016/01/04,оч╢щ,19.0,21.0,2.3,2.28,1.29,67.0,38.0,105.0,1.4,65.0
92,2016/01/04,оч╢щ,20.0,21.0,2.2,1.81,0.95,53.0,34.0,87.0,1.4,59.0
93,2016/01/04,оч╢щ,21.0,21.0,2.2,1.91,1.16,52.0,40.0,92.0,1.5,61.0
94,2016/01/04,оч╢щ,22.0,21.0,2.3,2.28,1.29,67.0,38.0,105.0,1.4,65.0
95,2016/01/04,оч╢щ,23.0,21.0,2.2,1.81,0.95,53.0,34.0,87.0,1.4,59.0
96,2016/01/05,оч╢щ,0.0,21.0,2.2,1.51,0.74,47.0,30.0,76.0,1.3,55.0
97,2016/01/05,оч╢щ,1.0,20.0,2.5,1.63,0.87,60.0,29.0,89.0,1.5,51.0
98,2016/01/05,оч╢щ,2.0,20.0,2.7,1.51,1.0,72.0,32.0,105.0,1.4,60.0
99,2016/01/05,оч╢щ,3.0,20.0,2.3,0.7,0.39,21.0,31.0,51.0,1.2,71.0
100,2016/01/05,оч╢щ,4.0,20.0,2.4,1.14,0.65,49.0,30.0,79.0,1.4,79.0
101,2016/01/05,оч╢щ,5.0,20.0,2.2,1.09,0.62,47.0,22.0,69.0,1.3,79.0
102,2016/01/05,оч╢щ,6.0,19.0,2.3,1.11,0.63,42.0,19.0,62.0,1.3,70.0
103,2016/01/05,оч╢щ,7.0,22.0,2.2,1.33,0.69,50.0,41.0,91.0,4.5,39.0
104,2016/01/05,оч╢щ,8.0,21.0,2.0,0.72,0.39,15.0,31.0,46.0,8.5,54.0
105,2016/01/05,оч╢щ,9.0,21.0,1.9,0.59,0.29,8.9,27.0,36.0,14.0,55.0
106,2016/01/05,оч╢щ,10.0,21.0,1.9,0.49,0.24,5.8,25.0,31.0,13.0,51.0
107,2016/01/05,оч╢щ,11.0,20.0,1.9,0.42,0.14,4.5,22.0,26.0,15.0,45.0
108,2016/01/05,оч╢щ,12.0,20.0,1.9,0.42,0.17,1.9,17.0,19.0,24.0,47.0
109,2016/01/05,оч╢щ,13.0,20.0,1.9,0.47,0.18,2.1,21.0,23.0,21.0,41.0
110,2016/01/05,оч╢щ,14.0,20.0,1.8,0.56,0.2,3.0,21.0,24.0,14.0,42.0
111,2016/01/05,оч╢щ,15.0,20.0,1.9,0.84,0.31,8.4,28.0,36.0,5.9,34.0
112,2016/01/05,оч╢щ,16.0,19.0,1.9,0.69,0.29,3.7,26.0,30.0,7.1,34.0
113,2016/01/05,оч╢щ,17.0,19.0,1.8,0.54,0.18,0.4,22.0,22.0,12.0,33.0
114,2016/01/05,оч╢щ,18.0,19.0,1.8,0.67,0.24,3.7,27.0,31.0,6.3,30.0
115,2016/01/05,оч╢щ,19.0,19.0,1.9,0.56,0.17,1.6,25.0,27.0,8.9,28.0
116,2016/01/05,оч╢щ,20.0,19.0,1.9,0.53,0.15,1.0,26.0,26.0,8.4,20.0
117,2016/01/05,оч╢щ,21.0,19.0,1.8,0.67,0.24,3.7,27.0,31.0,6.3,30.0
118,2016/01/05,оч╢щ,22.0,19.0,1.9,0.56,0.17,1.6,25.0,27.0,8.9,28.0
119,2016/01/05,оч╢щ,23.0,19.0,1.9,0.53,0.15,1.0,26.0,26.0,8.4,20.0
120,2016/01/06,оч╢щ,0.0,19.0,1.9,0.56,0.17,1.6,27.0,29.0,6.4,16.0
121,2016/01/06,оч╢щ,1.0,19.0,1.9,0.32,0.1,0.1,17.0,17.0,17.0,11.0
122,2016/01/06,оч╢щ,2.0,19.0,1.9,0.25,0.06,-0.1,10.0,10.0,27.0,15.0
123,2016/01/06,оч╢щ,3.0,19.0,1.8,0.24,0.04,1.9,6.5,8.5,33.0,16.0
124,2016/01/06,оч╢щ,4.0,19.0,1.8,0.23,0.04,1.9,6.6,8.5,32.0,16.0
125,2016/01/06,оч╢щ,5.0,20.0,1.8,0.24,0.04,1.4,6.9,8.3,32.0,12.0
126,2016/01/06,оч╢щ,6.0,19.0,1.9,0.31,0.09,2.5,12.0,14.0,28.0,17.0
127,2016/01/06,оч╢щ,7.0,18.0,1.9,0.43#,0.26,9.9,26.0,36.0,15.0,5.0
128,2016/01/06,оч╢щ,8.0,19.0,1.9,0.52,0.43,12#,31#,43#,13.0,
129,2016/01/06,оч╢щ,9.0,18.0,1.9,0.42,0.14,4.3,15,19,28.0,16.0
130,2016/01/06,оч╢щ,10.0,18.0,1.9,0.31,0.07,2.9,9.8,13,33.0,15.0
131,2016/01/06,оч╢щ,11.0,18.0,1.9,0.32,0.07,2.5,11,14,34.0,13.0
132,2016/01/06,оч╢щ,12.0,17.0,1.9,0.32,0.08,2.2,12,14,34.0,11.0
133,2016/01/06,оч╢щ,13.0,17.0,1.9,0.36,0.09,1.9,13,15,33.0,20.0
134,2016/01/06,оч╢щ,14.0,17.0,1.9,0.46,0.11,2.2,14,16,33.0,27.0
135,2016/01/06,оч╢щ,15.0,17.0,1.9,0.42,0.09,1.9,12,14,35.0,34.0
136,2016/01/06,оч╢щ,16.0,17.0,1.9,0.39,0.09,1.2,12,14,34.0,31.0
137,2016/01/06,оч╢щ,17.0,17.0,1.9,0.35,0.06,1.4,11,12,35.0,26.0
138,2016/01/06,оч╢щ,18.0,17.0,1.9,0.33,0.05,1.1,9.2,10,36.0,22.0
139,2016/01/06,оч╢щ,19.0,17.0,1.9,0.29,0.04,0.9,6.8,7.7,37.0,19.0
140,2016/01/06,оч╢щ,20.0,17.0,1.9,0.26,0.03,0.7,5.4,6.1,39.0,18.0
141,2016/01/06,оч╢щ,21.0,17.0,1.9,0.33,0.05,1.1,9.2,10,36.0,22.0
142,2016/01/06,оч╢щ,22.0,17.0,1.9,0.29,0.04,0.9,6.8,7.7,37.0,19.0
143,2016/01/06,оч╢щ,23.0,17.0,1.9,0.26,0.03,0.7,5.4,6.1,39.0,18.0
144,2016/01/07,оч╢щ,0.0,17.0,1.9,0.25,0.03,0.8,4.7,5.4,39.0,24.0
145,2016/01/07,оч╢щ,1.0,17.0,1.9,0.25,0.03,1,4.7,5.7,39.0,26.0
146,2016/01/07,оч╢щ,2.0,17.0,1.9,0.25,0.03,0.6,4.7,5.3,40.0,26.0
147,2016/01/07,оч╢щ,3.0,17.0,1.9,0.27,0.03,0.7,2.9,3.7,41.0,19.0
148,2016/01/07,оч╢щ,4.0,17.0,1.9,0.33,0.05,0.9,3.8,4.8,38.0,17.0
149,2016/01/07,оч╢щ,5.0,17.0,1.9,0.33,0.04,1.4,6,7.4,36.0,24.0
150,2016/01/07,оч╢щ,6.0,17.0,1.9,0.45,0.08,2.5,13,16,28.0,29.0
151,2016/01/07,оч╢щ,7.0,19.0,1.9,0.55,0.17,4.2,18,22,30.0,53.0
152,2016/01/07,оч╢щ,8.0,20.0,1.9,0.46,0.13,4.3,12,17,37.0,51.0
153,2016/01/07,оч╢щ,9.0,20.0,1.9,0.44,0.09,2.9,8.7,12,42.0,49.0
154,2016/01/07,оч╢щ,10.0,20.0,1.9,0.43,0.1,3.1,10,14,41.0,46.0
155,2016/01/07,оч╢щ,11.0,19.0,1.9,0.44,0.13,2.9,12,15,38.0,40.0
156,2016/01/07,оч╢щ,12.0,18.0,1.9,0.48,0.19,1.9,14,16,34.0,38.0
157,2016/01/07,оч╢щ,13.0,18.0,1.9,0.56,0.21,2.4,20,22,29.0,38.0
158,2016/01/07,оч╢щ,14.0,17.0,1.9,0.71,0.2,3.7,23,27,27.0,41.0
159,2016/01/07,оч╢щ,15.0,17.0,1.9,0.66,0.18,2.4,21,23,28.0,43.0
160,2016/01/07,оч╢щ,16.0,17.0,1.9,0.67,0.17,2.2,21,23,28.0,44.0
161,2016/01/07,оч╢щ,17.0,17.0,1.9,0.6,0.14,2.1,17,19,31.0,50.0
162,2016/01/07,оч╢щ,18.0,17.0,1.9,0.58,0.12,1.9,17,19,31.0,51.0
163,2016/01/07,оч╢щ,19.0,17.0,1.9,0.55,0.11,1.7,14,16,33.0,55.0
164,2016/01/07,оч╢щ,20.0,17.0,1.9,0.45,0.08,1.4,11,12,37.0,53.0
165,2016/01/07,оч╢щ,21.0,17.0,1.9,0.58,0.12,1.9,17,19,31.0,51.0
166,2016/01/07,оч╢щ,22.0,17.0,1.9,0.55,0.11,1.7,14,16,33.0,55.0
167,2016/01/07,оч╢щ,23.0,17.0,1.9,0.45,0.08,1.4,11,12,37.0,53.0
168,2016/01/08,оч╢щ,0.0,17.0,1.9,0.4,0.07,1.1,7.2,8.3,40.0,43.0
169,2016/01/08,оч╢щ,1.0,17.0,1.9,0.36,0.05,1,5.6,6.6,42.0,32.0
170,2016/01/08,оч╢щ,2.0,16.0,1.9,0.36,0.05,1.2,6.5,7.7,40.0,23.0
171,2016/01/08,оч╢щ,3.0,16.0,1.9,0.37,0.09,0.9,8.4,9.3,36.0,31.0
172,2016/01/08,оч╢щ,4.0,16.0,1.9,0.36,0.06,1.4,6,7.4,42.0,24.0
173,2016/01/08,оч╢щ,5.0,15.0,1.9,0.35,0.04,1.2,4.8,6,45.0,24.0
174,2016/01/08,оч╢щ,6.0,15.0,1.9,0.4,0.05,1.4,8.3,9.7,41.0,23.0
175,2016/01/08,оч╢щ,7.0,17.0,1.9,0.51,0.16,2.7,16,19,36.0,38.0
176,2016/01/08,оч╢щ,8.0,18.0,1.9,0.48,0.13,2.4,12,15,41.0,46.0
177,2016/01/08,оч╢щ,9.0,17.0,1.9,0.46,0.1,2,10,12,42.0,50.0
178,2016/01/08,оч╢щ,10.0,17.0,1.9,0.41,0.1,2,8.7,11,43.0,
179,2016/01/08,оч╢щ,11.0,17.0,1.9,0.42,0.11,1.9,10,12,42.0,57.0
180,2016/01/08,оч╢щ,12.0,16.0,1.9,0.45,0.11,1.7,12,14,39.0,51.0
181,2016/01/08,оч╢щ,13.0,16.0,1.9,0.56,0.19,2.1,20,22,31.0,53.0
182,2016/01/08,оч╢щ,14.0,16.0,1.9,0.71,0.26,3.3,28,31,20.0,53.0
183,2016/01/08,оч╢щ,15.0,16.0,1.9,0.66,0.22,1.9,20,22,25.0,59.0
184,2016/01/08,оч╢щ,16.0,16.0,1.9,0.58,0.13,2.3,17,19,27.0,44.0
185,2016/01/08,оч╢щ,17.0,16.0,1.9,0.49,0.08,2.1,11,13,31.0,36.0
186,2016/01/08,оч╢щ,18.0,16.0,1.9,0.46,0.08,1.8,8.7,11,34.0,24.0
187,2016/01/08,оч╢щ,19.0,15.0,1.9,0.51,0.09,1.5,12,13,29.0,25.0
188,2016/01/08,оч╢щ,20.0,16.0,1.9,0.58,0.13,1.3,16,18,24.0,27.0
189,2016/01/08,оч╢щ,21.0,16.0,1.9,0.46,0.08,1.8,8.7,11,34.0,24.0
190,2016/01/08,оч╢щ,22.0,15.0,1.9,0.51,0.09,1.5,12,13,29.0,25.0
191,2016/01/08,оч╢щ,23.0,16.0,1.9,0.58,0.13,1.3,16,18,24.0,27.0
192,2016/01/09,оч╢щ,0.0,15.0,1.9,0.52,0.1,1.2,13,15,29.0,31.0
193,2016/01/09,оч╢щ,1.0,15.0,1.9,0.47,0.09,1.4,10,12,34.0,28.0
194,2016/01/09,оч╢щ,2.0,15.0,1.9,0.45,0.08,1.1,8.7,9.8,37.0,24.0
195,2016/01/09,оч╢щ,3.0,15.0,1.9,0.46,0.08,0.2,8.3,8.5,38.0,23.0
196,2016/01/09,оч╢щ,4.0,15.0,1.9,0.45,0.06,0.3,8.5,8.8,37.0,25.0
197,2016/01/09,оч╢щ,5.0,15.0,1.9,0.46,0.08,0.5,8.2,8.8,35.0,33.0
198,2016/01/09,оч╢щ,6.0,14.0,1.9,0.48,0.07,0.2,8.6,8.8,34.0,32.0
199,2016/01/09,оч╢щ,7.0,18.0,1.9,0.52,0.11,4,14,18,35.0,49.0
200,2016/01/09,оч╢щ,8.0,19.0,1.9,0.53,0.11,2.6,11,14,41.0,47.0
201,2016/01/09,оч╢щ,9.0,20.0,1.9,0.54,0.11,2.3,11,14,42.0,47.0
202,2016/01/09,оч╢щ,10.0,20.0,1.9,0.51,0.1,2.4,11,13,43.0,47.0
203,2016/01/09,оч╢щ,11.0,20.0,1.9,0.51,0.11,1.8,12,13,42.0,48.0
204,2016/01/09,оч╢щ,12.0,19.0,1.9,0.52,0.11,2.3,15,17,39.0,50.0
205,2016/01/09,оч╢щ,13.0,18.0,1.9,0.55,0.14,1.5,18,19,35.0,53.0
206,2016/01/09,оч╢щ,14.0,17.0,1.9,0.62,0.16,1.5,21,23,29.0,60.0
207,2016/01/09,оч╢щ,15.0,17.0,1.9,0.6,0.14,1.3,22,24,27.0,58.0
208,2016/01/09,оч╢щ,16.0,17.0,1.9,0.58,0.14,0.9,21,22,28.0,54.0
209,2016/01/09,оч╢щ,17.0,17.0,1.9,0.5,0.1,0.5,17,18,33.0,45.0
210,2016/01/09,оч╢щ,18.0,17.0,1.9,0.5,0.1,0.4,17,18,32.0,39.0
211,2016/01/09,оч╢щ,19.0,17.0,1.9,0.54,0.11,0.1,19,19,29.0,34.0
212,2016/01/09,оч╢щ,20.0,17.0,1.9,0.52,0.1,0.5,19,19,29.0,37.0
213,2016/01/09,оч╢щ,21.0,17.0,1.9,0.5,0.1,0.4,17,18,32.0,39.0
214,2016/01/09,оч╢щ,22.0,17.0,1.9,0.54,0.11,0.1,19,19,29.0,34.0
215,2016/01/09,оч╢щ,23.0,17.0,1.9,0.52,0.1,0.5,19,19,29.0,37.0
216,2016/01/10,оч╢щ,0.0,17.0,1.9,0.51,0.11,0.5,17,17,28.0,41.0
217,2016/01/10,оч╢щ,1.0,16.0,2.1,0.62,0.27,0.3,26,26,13.0,45.0
218,2016/01/10,оч╢щ,2.0,15.0,2.2,0.73,0.29,1,28,29,4.5,51.0
219,2016/01/10,оч╢щ,3.0,15.0,2.3,0.8,0.35,12,31,43,1.9,51.0
220,2016/01/10,оч╢щ,4.0,14.0,2.1,0.53,0.18,3.5,23,26,4.6,45.0
221,2016/01/10,оч╢щ,5.0,15.0,2.2,0.6,0.3,5.5,25,31,2.6,34.0
222,2016/01/10,оч╢щ,6.0,15.0,2.3,0.69,0.35,12,27,39,1.8,32.0
223,2016/01/10,оч╢щ,7.0,20.0,2.1,0.82,0.31,14,31,45,18.0,65.0
224,2016/01/10,оч╢щ,8.0,22.0,1.9,0.5,0.13,5,18,23,33.0,55.0
225,2016/01/10,оч╢щ,9.0,22.0,1.9,0.63,0.16,3.3,18,21,40.0,40.0
226,2016/01/10,оч╢щ,10.0,23.0,2.0,0.75,0.2,3.3,22,26,42.0,39.0
227,2016/01/10,оч╢щ,11.0,22.0,2.0,0.92,0.26,3.4,33,37,36.0,50.0
228,2016/01/10,оч╢щ,12.0,21.0,1.9,0.52,0.17,2.8,19,22,29.0,50.0
229,2016/01/10,оч╢щ,13.0,21.0,1.9,0.63,0.19,2.2,21,24,25.0,43.0
230,2016/01/10,оч╢щ,14.0,20.0,1.9,0.91,0.3,3.3,32,35,13.0,42.0
231,2016/01/10,оч╢щ,15.0,20.0,1.9,0.62,0.15,1.7,23,25,21.0,43.0
232,2016/01/10,оч╢щ,16.0,19.0,1.9,0.89,0.24,3.3,35,38,8.0,41.0
233,2016/01/10,оч╢щ,17.0,19.0,2.0,0.92,0.27,4.9,35,40,6.7,36.0
234,2016/01/10,оч╢щ,18.0,19.0,2.1,1.08,0.34,11,39,50,2.2,31.0
235,2016/01/10,оч╢щ,19.0,19.0,2.2,1.28,0.46,25,35,60,1.3,34.0
236,2016/01/10,оч╢щ,20.0,19.0,2.3,1.26,0.47,27,34,61,1.4,40.0
237,2016/01/10,оч╢щ,21.0,19.0,2.1,1.08,0.34,11,39,50,2.2,31.0
238,2016/01/10,оч╢щ,22.0,19.0,2.2,1.28,0.46,25,35,60,1.3,34.0
239,2016/01/10,оч╢щ,23.0,19.0,2.3,1.26,0.47,27,34,61,1.4,40.0
240,2016/01/11,оч╢щ,0.0,19.0,2.1,0.57,0.22,5.5,20,26,17.0,39.0
241,2016/01/11,оч╢щ,1.0,19.0,1.9,0.24,0.06,0.7,5.1,5.8,40.0,36.0
242,2016/01/11,оч╢щ,2.0,18.0,1.8,0.21,0.02,0.8,3.3,4,43.0,17.0
243,2016/01/11,оч╢щ,3.0,17.0,1.8,0.21,0.02,1.4,0.7,2.1,46.0,17.0
244,2016/01/11,оч╢щ,4.0,17.0,1.8,0.21,0.01,1.4,0.8,2.2,49.0,10.0
245,2016/01/11,оч╢щ,5.0,17.0,1.8,0.31,0.04,1.4,7.2,8.6,38.0,21.0
246,2016/01/11,оч╢щ,6.0,17.0,1.9,0.34,0.07,2.7,13,16,29.0,18.0
247,2016/01/11,оч╢щ,7.0,17.0,1.9,0.59,0.25,6.9,32,39,13.0,19.0
248,2016/01/11,оч╢щ,8.0,17.0,1.9,0.55,0.24,7.5,28,36,18.0,17.0
249,2016/01/11,оч╢щ,9.0,17.0,1.9,0.52,0.23,5.9,26,32,20.0,11.0
250,2016/01/11,оч╢щ,10.0,17.0,1.9,0.35,0.15,3.2,18,21,31.0,8.0
251,2016/01/11,оч╢щ,11.0,16.0,1.9,0.38,0.14,3.4,20,24,27.0,8.0
252,2016/01/11,оч╢щ,12.0,16.0,1.9,0.44,0.16,4.1,25,29,23.0,9.0
253,2016/01/11,оч╢щ,13.0,16.0,1.9,0.55,0.21,4.7,30,35,16.0,8.0
254,2016/01/11,оч╢щ,14.0,16.0,1.9,0.57,0.21,3.7,25,29,20.0,13.0
255,2016/01/11,оч╢щ,15.0,16.0,1.9,0.69,0.25,3.4,30,34,14.0,13.0
