,date,location,time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10
0,2016/01/01,中壢,0.0,16.0,2.1,0.72,0.16,5.5,15.0,21.0,44.0,112.0
1,2016/01/01,中壢,1.0,16.0,2.0,0.66,0.13,3.4,12.0,15.0,47.0,92.0
2,2016/01/01,中壢,2.0,16.0,2.0,0.57,0.11,2.4,10.0,13.0,46.0,80.0
3,2016/01/01,中壢,3.0,16.0,2.0,0.46,0.08,2.4,6.9,9.3,47.0,74.0
4,2016/01/01,中壢,4.0,16.0,2.0,0.45,0.07,2.6,6.9,9.5,45.0,76.0
5,2016/01/01,中壢,5.0,16.0,2.0,0.47,0.1,4.1,9.7,14.0,42.0,74.0
6,2016/01/01,中壢,6.0,16.0,2.0,0.58,0.13,8.8,14.0,23.0,37.0,67.0
7,2016/01/01,中壢,7.0,21.0,2.0,0.85,0.24,19.0,23.0,41.0,33.0,43.0
8,2016/01/01,中壢,8.0,22.0,2.0,0.86,0.26,13.0,22.0,35.0,34.0,35.0
9,2016/01/01,中壢,9.0,22.0,2.0,0.79,0.24,12.0,23.0,35.0,35.0,33.0
10,2016/01/01,中壢,10.0,22.0,2.0,0.73,0.22,10.0,22.0,32.0,37.0,36.0
11,2016/01/01,中壢,11.0,22.0,2.0,0.74,0.2,10.0,22.0,32.0,35.0,48.0
12,2016/01/01,中壢,12.0,22.0,2.0,0.87,0.29,12.0,26.0,38.0,30.0,59.0
13,2016/01/01,中壢,13.0,22.0,2.1,1.0,0.33,15.0,33.0,48.0,22.0,73.0
14,2016/01/01,中壢,14.0,20.0,2.1,1.09,0.36,19.0,36.0,55.0,15.0,79.0
15,2016/01/01,中壢,15.0,19.0,2.1,1.09,0.34,16.0,37.0,52.0,11.0,80.0
16,2016/01/01,中壢,16.0,19.0,2.1,0.86,0.25,11.0,28.0,39.0,18.0,73.0
17,2016/01/01,中壢,17.0,19.0,2.1,0.85,0.23,12.0,27.0,39.0,20.0,70.0
18,2016/01/01,中壢,18.0,18.0,2.0,0.9,0.25,11.0,27.0,38.0,21.0,71.0
19,2016/01/01,中壢,19.0,18.0,2.1,0.83,0.21,8.4,24.0,32.0,23.0,90.0
20,2016/01/01,中壢,20.0,18.0,2.1,0.67,0.16,4.9,20.0,25.0,25.0,95.0
21,2016/01/01,中壢,21.0,18.0,2.0,0.9,0.25,11.0,27.0,38.0,21.0,71.0
22,2016/01/01,中壢,22.0,18.0,2.1,0.83,0.21,8.4,24.0,32.0,23.0,90.0
23,2016/01/01,中壢,23.0,18.0,2.1,0.67,0.16,4.9,20.0,25.0,25.0,95.0
24,2016/01/02,中壢,0.0,18.0,2.0,0.57,0.13,3.3,15.0,19.0,30.0,99.0
25,2016/01/02,中壢,1.0,18.0,2.0,0.44,0.08,2.4,12.0,15.0,33.0,92.0
26,2016/01/02,中壢,2.0,18.0,2.0,0.43,0.06,2.6,9.3,12.0,39.0,89.0
27,2016/01/02,中壢,3.0,18.0,2.0,0.44,0.08,2.5,11.0,14.0,36.0,84.0
28,2016/01/02,中壢,4.0,18.0,2.1,0.51,0.09,3.0,14.0,17.0,33.0,81.0
29,2016/01/02,中壢,5.0,17.0,2.0,0.46,0.07,1.8,12.0,14.0,35.0,82.0
30,2016/01/02,中壢,6.0,17.0,2.0,0.54,0.12,5.7,23.0,28.0,25.0,83.0
31,2016/01/02,中壢,7.0,18.0,2.0,0.77,0.2,11.0,24.0,35.0,23.0,86.0
32,2016/01/02,中壢,8.0,18.0,2.0,0.76,0.22,9.5,23.0,33.0,23.0,88.0
33,2016/01/02,中壢,9.0,18.0,2.0,0.91,0.24,10.0,23.0,34.0,26.0,83.0
34,2016/01/02,中壢,10.0,18.0,2.0,0.69,0.19,8.5,24.0,33.0,29.0,87.0
35,2016/01/02,中壢,11.0,19.0,2.1,0.88,0.29,13.0,31.0,44.0,22.0,97.0
36,2016/01/02,中壢,12.0,19.0,2.1,0.89,0.29,10.0,31.0,41.0,23.0,112.0
37,2016/01/02,中壢,13.0,19.0,2.1,1.17,0.39,13.0,38.0,51.0,17.0,123.0
38,2016/01/02,中壢,14.0,19.0,2.1,1.86,0.67,34.0,47.0,81.0,7.4,124.0
39,2016/01/02,中壢,15.0,19.0,2.3,2.48,0.99,58.0,53.0,112.0,3.3,128.0
40,2016/01/02,中壢,16.0,19.0,2.2,1.71,0.67,40.0,45.0,84.0,3.7,128.0
41,2016/01/02,中壢,17.0,18.0,2.1,1.06,0.33,11.0,38.0,49.0,8.2,133.0
42,2016/01/02,中壢,18.0,18.0,2.3,2.27,0.82,67.0,47.0,114.0,3.2,136.0
43,2016/01/02,中壢,19.0,18.0,2.4,2.17,0.78,63.0,43.0,106.0,2.8,135.0
44,2016/01/02,中壢,20.0,18.0,2.4,1.99,0.79,57.0,41.0,98.0,2.7,139.0
45,2016/01/02,中壢,21.0,18.0,2.3,2.27,0.82,67.0,47.0,114.0,3.2,136.0
46,2016/01/02,中壢,22.0,18.0,2.4,2.17,0.78,63.0,43.0,106.0,2.8,135.0
47,2016/01/02,中壢,23.0,18.0,2.4,1.99,0.79,57.0,41.0,98.0,2.7,139.0
48,2016/01/03,中壢,0.0,18.0,2.3,1.19,0.4,24.0,37.0,61.0,2.8,125.0
49,2016/01/03,中壢,1.0,18.0,2.3,0.89,0.3,14.0,38.0,52.0,4.0,120.0
50,2016/01/03,中壢,2.0,18.0,2.3,0.9,0.33,10.0,32.0,42.0,7.1,109.0
51,2016/01/03,中壢,3.0,18.0,2.3,0.96,0.37,20.0,35.0,55.0,3.4,107.0
52,2016/01/03,中壢,4.0,18.0,2.4,0.96,0.4,18.0,36.0,54.0,2.4,96.0
53,2016/01/03,中壢,5.0,18.0,2.4,0.89,0.43,13.0,37.0,50.0,4.4,86.0
54,2016/01/03,中壢,6.0,18.0,2.4,1.32,0.52,38.0,36.0,74.0,3.5,81.0
55,2016/01/03,中壢,7.0,19.0,2.3,1.7,0.59,49.0,38.0,87.0,5.4,68.0
56,2016/01/03,中壢,8.0,19.0,2.3,1.22,0.51,39.0,39.0,78.0,5.1,60.0
57,2016/01/03,中壢,9.0,19.0,2.2,0.96,0.44,23.0,39.0,62.0,6.9,58.0
58,2016/01/03,中壢,10.0,19.0,2.2,1.17,0.52,37.0,42.0,80.0,6.0,55.0
59,2016/01/03,中壢,11.0,19.0,2.2,1.55,0.59,42.0,45.0,87.0,7.1,52.0
60,2016/01/03,中壢,12.0,20.0,2.3,1.53,0.6,45.0,47.0,92.0,5.2,46.0
61,2016/01/03,中壢,13.0,20.0,2.2,1.47,0.56,43.0,42.0,84.0,4.0,46.0
62,2016/01/03,中壢,14.0,19.0,2.1,1.18,0.43,33.0,38.0,71.0,5.0,48.0
63,2016/01/03,中壢,15.0,19.0,2.2,1.52,0.62,53.0,41.0,93.0,3.0,51.0
64,2016/01/03,中壢,16.0,19.0,2.3,2.22,0.81,102.0,42.0,143.0,3.5,49.0
65,2016/01/03,中壢,17.0,19.0,2.2,1.79,0.59,69.0,36.0,106.0,2.3,44.0
66,2016/01/03,中壢,18.0,19.0,2.2,1.35,0.44,46.0,31.0,77.0,2.7,38.0
67,2016/01/03,中壢,19.0,19.0,2.2,1.49,0.49,45.0,29.0,75.0,2.3,37.0
68,2016/01/03,中壢,20.0,19.0,2.2,1.28,0.45,35.0,29.0,64.0,2.2,34.0
69,2016/01/03,中壢,21.0,19.0,2.2,1.35,0.44,46.0,31.0,77.0,2.7,38.0
70,2016/01/03,中壢,22.0,19.0,2.2,1.49,0.49,45.0,29.0,75.0,2.3,37.0
71,2016/01/03,中壢,23.0,19.0,2.2,1.28,0.45,35.0,29.0,64.0,2.2,34.0
72,2016/01/04,中壢,0.0,19.0,2.2,0.93,0.34,23.0,28.0,51.0,2.1,27.0
73,2016/01/04,中壢,1.0,19.0,2.3,0.78,0.32,15.0,27.0,42.0,2.0,26.0
74,2016/01/04,中壢,2.0,19.0,2.5,0.79,0.32,20.0,27.0,47.0,1.9,25.0
75,2016/01/04,中壢,3.0,19.0,2.5,0.81,0.36,18.0,27.0,45.0,2.0,36.0
76,2016/01/04,中壢,4.0,19.0,2.3,0.71,0.27,14.0,26.0,40.0,4.4,39.0
77,2016/01/04,中壢,5.0,19.0,2.4,0.95,0.4,29.0,26.0,55.0,3.8,54.0
78,2016/01/04,中壢,6.0,19.0,2.7,1.6,0.67,79.0,27.0,107.0,2.4,57.0
79,2016/01/04,中壢,7.0,22.0,2.1,1.24,0.53,41.0,32.0,73.0,6.4,64.0
80,2016/01/04,中壢,8.0,22.0,2.0,0.88,0.36,26.0,27.0,53.0,13.0,57.0
81,2016/01/04,中壢,9.0,21.0,2.0,0.82,0.37,17.0,27.0,45.0,16.0,63.0
82,2016/01/04,中壢,10.0,21.0,2.0,0.84,0.31,20.0,27.0,47.0,17.0,59.0
83,2016/01/04,中壢,11.0,21.0,2.0,1.03,0.39,20.0,27.0,47.0,17.0,60.0
84,2016/01/04,中壢,12.0,21.0,2.0,0.66,0.22,8.0,24.0,32.0,18.0,57.0
85,2016/01/04,中壢,13.0,21.0,2.1,1.61,0.68,35.0,36.0,72.0,7.7,64.0
86,2016/01/04,中壢,14.0,21.0,2.2,3.99,1.57,101.0,44.0,146.0,3.8,76.0
87,2016/01/04,中壢,15.0,21.0,2.1,3.43,1.49,89.0,41.0,130.0,3.1,81.0
88,2016/01/04,中壢,16.0,21.0,2.2,3.63,1.49,99.0,41.0,141.0,3.1,89.0
89,2016/01/04,中壢,17.0,21.0,2.2,3.64,1.4,97.0,39.0,136.0,3.1,87.0
90,2016/01/04,中壢,18.0,21.0,2.3,3.15,1.35,98.0,34.0,132.0,2.7,83.0
91,2016/01/04,中壢,19.0,21.0,2.3,2.48,1.09,72.0,30.0,102.0,2.6,66.0
92,2016/01/04,中壢,20.0,21.0,2.4,1.97,0.91,74.0,26.0,100.0,2.5,67.0
93,2016/01/04,中壢,21.0,21.0,2.3,3.15,1.35,98.0,34.0,132.0,2.7,83.0
94,2016/01/04,中壢,22.0,21.0,2.3,2.48,1.09,72.0,30.0,102.0,2.6,66.0
95,2016/01/04,中壢,23.0,21.0,2.4,1.97,0.91,74.0,26.0,100.0,2.5,67.0
96,2016/01/05,中壢,0.0,21.0,2.6,1.63,0.83,60.0,25.0,86.0,2.4,61.0
97,2016/01/05,中壢,1.0,21.0,2.8,1.35,0.8,57.0,24.0,81.0,2.4,69.0
98,2016/01/05,中壢,2.0,20.0,2.6,1.03,0.54,58.0,25.0,83.0,2.2,64.0
99,2016/01/05,中壢,3.0,20.0,2.1,0.53,0.17,6.6,22.0,28.0,4.7,69.0
100,2016/01/05,中壢,4.0,20.0,2.1,0.55,0.24,7.6,23.0,30.0,4.6,75.0
101,2016/01/05,中壢,5.0,20.0,2.2,0.72,0.38,24.0,27.0,51.0,2.2,82.0
102,2016/01/05,中壢,6.0,20.0,2.3,2.05,0.79,89.0,31.0,120.0,2.5,96.0
103,2016/01/05,中壢,7.0,21.0,2.3,1.74,0.84,60.0,43.0,103.0,3.7,91.0
104,2016/01/05,中壢,8.0,21.0,2.1,1.08,0.43,30.0,33.0,63.0,7.5,71.0
105,2016/01/05,中壢,9.0,21.0,2.0,0.83,0.29,13.0,24.0,36.0,15.0,65.0
106,2016/01/05,中壢,10.0,21.0,2.0,0.84,0.3,15.0,25.0,40.0,15.0,69.0
107,2016/01/05,中壢,11.0,20.0,2.0,0.77,0.26,14.0,24.0,38.0,14.0,78.0
108,2016/01/05,中壢,12.0,20.0,2.0,0.98,0.35,21.0,32.0,53.0,12.0,70.0
109,2016/01/05,中壢,13.0,20.0,2.0,1.12,0.45,30.0,38.0,68.0,7.2,67.0
110,2016/01/05,中壢,14.0,20.0,2.0,1.96,0.75,48.0,38.0,86.0,4.9,56.0
111,2016/01/05,中壢,15.0,20.0,2.1,1.52,0.63,41.0,37.0,78.0,2.8,56.0
112,2016/01/05,中壢,16.0,20.0,2.1,1.99,0.79,59.0,38.0,98.0,3.6,45.0
113,2016/01/05,中壢,17.0,20.0,2.1,1.94,0.77,53.0,34.0,87.0,3.0,50.0
114,2016/01/05,中壢,18.0,20.0,2.1,1.33,0.59,39.0,35.0,74.0,2.3,48.0
115,2016/01/05,中壢,19.0,19.0,2.1,1.29,0.57,32.0,39.0,71.0,2.5,43.0
116,2016/01/05,中壢,20.0,19.0,2.1,0.94,0.36,18.0,36.0,54.0,4.9,35.0
117,2016/01/05,中壢,21.0,20.0,2.1,1.33,0.59,39.0,35.0,74.0,2.3,48.0
118,2016/01/05,中壢,22.0,19.0,2.1,1.29,0.57,32.0,39.0,71.0,2.5,43.0
119,2016/01/05,中壢,23.0,19.0,2.1,0.94,0.36,18.0,36.0,54.0,4.9,35.0
120,2016/01/06,中壢,0.0,19.0,2.1,0.77,0.31,9.6,31.0,41.0,7.3,34.0
121,2016/01/06,中壢,1.0,19.0,2.1,0.54,0.24,6.2,27.0,33.0,12.0,32.0
122,2016/01/06,中壢,2.0,19.0,2.1,0.44,0.21,2.4,16.0,19.0,20.0,36.0
123,2016/01/06,中壢,3.0,19.0,2.0,0.37,0.12,3.0,9.7,13.0,27.0,33.0
124,2016/01/06,中壢,4.0,20.0,2.0,0.46,0.13,5.8,13.0,19.0,26.0,33.0
125,2016/01/06,中壢,5.0,20.0,2.0,0.66,0.18,9.7,18.0,27.0,20.0,36.0
126,2016/01/06,中壢,6.0,19.0,2.0,0.44,0.11,11.0,21.0,31.0,22.0,39.0
127,2016/01/06,中壢,7.0,18.0,2.0,0.99,0.46,37.0,42.0,80.0,6.7,30.0
128,2016/01/06,中壢,8.0,18.0,2.1,1.1,0.51,37.0,42.0,80.0,6.4,43.0
129,2016/01/06,中壢,9.0,18.0,2.0,0.7,0.28,16.0,29.0,45.0,17.0,43.0
130,2016/01/06,中壢,10.0,17.0,2.0,0.63,0.2,10.0,25.0,36.0,22.0,43.0
131,2016/01/06,中壢,11.0,17.0,2.0,0.72,0.26,16.0,30.0,46.0,18.0,
132,2016/01/06,中壢,12.0,17.0,2.0,0.76,0.27,16.0,30.0,47.0,16.0,39.0
133,2016/01/06,中壢,13.0,17.0,2.0,0.81,0.28,15.0,31.0,46.0,17.0,42.0
134,2016/01/06,中壢,14.0,17.0,2.0,0.92,0.36,15.0,30.0,45.0,19.0,36.0
135,2016/01/06,中壢,15.0,17.0,2.0,1.12,0.38,18.0,37.0,56.0,15.0,40.0
136,2016/01/06,中壢,16.0,17.0,2.0,0.93,0.36,16.0,33.0,49.0,16.0,40.0
137,2016/01/06,中壢,17.0,17.0,2.0,0.83,0.3,16.0,30.0,46.0,18.0,47.0
138,2016/01/06,中壢,18.0,17.0,2.0,0.75,0.23,9.9,25.0,34.0,22.0,47.0
139,2016/01/06,中壢,19.0,17.0,2.0,0.6,0.2,5.8,19.0,25.0,26.0,41.0
140,2016/01/06,中壢,20.0,17.0,2.0,0.47,0.15,3.8,14.0,18.0,31.0,35.0
141,2016/01/06,中壢,21.0,17.0,2.0,0.75,0.23,9.9,25.0,34.0,22.0,47.0
142,2016/01/06,中壢,22.0,17.0,2.0,0.6,0.2,5.8,19.0,25.0,26.0,41.0
143,2016/01/06,中壢,23.0,17.0,2.0,0.47,0.15,3.8,14.0,18.0,31.0,35.0
144,2016/01/07,中壢,0.0,17.0,2.0,0.36,0.07,1.7,9.6,11.0,36.0,32.0
145,2016/01/07,中壢,1.0,16.0,2.0,0.34,0.09,1.3,6.9,8.1,38.0,39.0
146,2016/01/07,中壢,2.0,16.0,2.0,0.34,0.11,1.8,6.2,8.1,39.0,43.0
147,2016/01/07,中壢,3.0,16.0,2.0,0.38,0.09,1.1,11.0,12.0,36.0,45.0
148,2016/01/07,中壢,4.0,16.0,2.0,0.41,0.16,1.2,8.5,9.7,38.0,50.0
149,2016/01/07,中壢,5.0,17.0,2.0,0.44,0.12,1.5,10.0,12.0,37.0,50.0
150,2016/01/07,中壢,6.0,17.0,2.0,0.61,0.18,9.1,24.0,34.0,25.0,55.0
151,2016/01/07,中壢,7.0,19.0,2.0,0.96,0.36,14.0,31.0,45.0,24.0,57.0
152,2016/01/07,中壢,8.0,19.0,2.0,0.85,0.31,12.0,25.0,37.0,32.0,56.0
153,2016/01/07,中壢,9.0,20.0,2.0,0.84,0.27,10.0,21.0,32.0,36.0,62.0
154,2016/01/07,中壢,10.0,19.0,2.0,0.84,0.33,12.0,29.0,41.0,26.0,64.0
155,2016/01/07,中壢,11.0,19.0,2.0,0.82,0.35,11.0,29.0,41.0,26.0,65.0
156,2016/01/07,中壢,12.0,18.0,2.0,0.84,0.36,13.0,32.0,45.0,22.0,70.0
157,2016/01/07,中壢,13.0,18.0,2.0,0.83,0.39,11.0,32.0,43.0,24.0,66.0
158,2016/01/07,中壢,14.0,18.0,2.1,1.4,0.55,26.0,42.0,68.0,15.0,68.0
159,2016/01/07,中壢,15.0,18.0,2.1,1.49,0.61,26.0,43.0,69.0,12.0,67.0
160,2016/01/07,中壢,16.0,17.0,2.1,1.18,0.52,17.0,38.0,56.0,15.0,70.0
161,2016/01/07,中壢,17.0,17.0,2.0,0.97,0.31,9.1,30.0,39.0,24.0,67.0
162,2016/01/07,中壢,18.0,17.0,2.0,1.17,0.35,14.0,29.0,43.0,25.0,58.0
163,2016/01/07,中壢,19.0,17.0,2.0,0.94,0.32,8.2,25.0,33.0,28.0,44.0
164,2016/01/07,中壢,20.0,17.0,2.0,0.65,0.18,5.1,19.0,24.0,33.0,48.0
165,2016/01/07,中壢,21.0,17.0,2.0,1.17,0.35,14.0,29.0,43.0,25.0,58.0
166,2016/01/07,中壢,22.0,17.0,2.0,0.94,0.32,8.2,25.0,33.0,28.0,44.0
167,2016/01/07,中壢,23.0,17.0,2.0,0.65,0.18,5.1,19.0,24.0,33.0,48.0
168,2016/01/08,中壢,0.0,17.0,2.0,0.49,0.1,1.3,15.0,16.0,38.0,41.0
169,2016/01/08,中壢,1.0,17.0,2.0,0.49,0.13,0.9,12.0,13.0,40.0,45.0
170,2016/01/08,中壢,2.0,16.0,2.1,0.46,0.11,1.2,14.0,16.0,36.0,40.0
171,2016/01/08,中壢,3.0,16.0,2.1,0.43,0.09,1.4,11.0,12.0,38.0,47.0
172,2016/01/08,中壢,4.0,16.0,2.0,0.44,0.05,3.7,9.5,13.0,42.0,48.0
173,2016/01/08,中壢,5.0,15.0,2.0,0.48,0.08,3.5,14.0,18.0,38.0,49.0
174,2016/01/08,中壢,6.0,15.0,2.0,0.65,0.2,15.0,33.0,48.0,21.0,57.0
175,2016/01/08,中壢,7.0,17.0,2.1,1.03,0.37,18.0,38.0,56.0,21.0,63.0
176,2016/01/08,中壢,8.0,17.0,2.0,0.9,0.3,13.0,33.0,46.0,25.0,72.0
177,2016/01/08,中壢,9.0,17.0,2.0,0.98,0.29,12.0,31.0,43.0,27.0,79.0
178,2016/01/08,中壢,10.0,17.0,2.0,0.81,0.29,9.5,27.0,36.0,30.0,81.0
179,2016/01/08,中壢,11.0,17.0,2.0,0.88,0.32,12.0,32.0,44.0,27.0,79.0
180,2016/01/08,中壢,12.0,16.0,2.0,0.92,0.36,14.0,32.0,46.0,26.0,90.0
181,2016/01/08,中壢,13.0,17.0,2.1,1.14,0.5,20.0,40.0,59.0,16.0,88.0
182,2016/01/08,中壢,14.0,17.0,2.1,1.25,0.59,23.0,40.0,63.0,13.0,77.0
183,2016/01/08,中壢,15.0,16.0,2.1,1.31,0.48,21.0,39.0,60.0,15.0,71.0
184,2016/01/08,中壢,16.0,16.0,2.0,1.02,0.44,16.0,31.0,47.0,18.0,58.0
185,2016/01/08,中壢,17.0,16.0,2.0,0.9,0.29,12.0,24.0,36.0,23.0,56.0
186,2016/01/08,中壢,18.0,16.0,2.0,0.94,0.29,12.0,24.0,36.0,24.0,47.0
187,2016/01/08,中壢,19.0,16.0,2.0,0.82,0.24,8.6,23.0,31.0,25.0,53.0
188,2016/01/08,中壢,20.0,15.0,2.1,0.72,0.2,7.5,22.0,29.0,23.0,48.0
189,2016/01/08,中壢,21.0,16.0,2.0,0.94,0.29,12.0,24.0,36.0,24.0,47.0
190,2016/01/08,中壢,22.0,16.0,2.0,0.82,0.24,8.6,23.0,31.0,25.0,53.0
191,2016/01/08,中壢,23.0,15.0,2.1,0.72,0.2,7.5,22.0,29.0,23.0,48.0
192,2016/01/09,中壢,0.0,15.0,2.1,0.64,0.17,3.1,17.0,20.0,29.0,50.0
193,2016/01/09,中壢,1.0,15.0,2.1,0.53,0.12,2.0,10.0,12.0,40.0,50.0
194,2016/01/09,中壢,2.0,15.0,2.1,0.52,0.11,2.0,11.0,13.0,40.0,54.0
195,2016/01/09,中壢,3.0,15.0,2.1,0.53,0.12,1.5,15.0,16.0,38.0,50.0
196,2016/01/09,中壢,4.0,15.0,2.1,0.57,0.22,2.4,15.0,18.0,33.0,44.0
197,2016/01/09,中壢,5.0,15.0,2.1,0.51,0.15,2.0,12.0,14.0,36.0,44.0
198,2016/01/09,中壢,6.0,15.0,2.1,0.96,0.27,23.0,27.0,50.0,22.0,49.0
199,2016/01/09,中壢,7.0,18.0,2.0,0.9,0.3,15.0,27.0,43.0,28.0,61.0
200,2016/01/09,中壢,8.0,19.0,2.0,1.01,0.33,18.0,26.0,44.0,31.0,67.0
201,2016/01/09,中壢,9.0,20.0,2.0,1.06,0.32,17.0,28.0,45.0,31.0,64.0
202,2016/01/09,中壢,10.0,20.0,2.0,0.82,0.24,10.0,24.0,34.0,36.0,58.0
203,2016/01/09,中壢,11.0,20.0,2.0,0.87,0.25,13.0,27.0,40.0,33.0,61.0
204,2016/01/09,中壢,12.0,19.0,2.0,1.0,0.33,18.0,32.0,50.0,26.0,59.0
205,2016/01/09,中壢,13.0,18.0,2.0,1.03,0.35,15.0,30.0,45.0,27.0,71.0
206,2016/01/09,中壢,14.0,18.0,2.1,1.16,0.4,17.0,38.0,55.0,18.0,69.0
207,2016/01/09,中壢,15.0,17.0,2.1,1.06,0.37,14.0,38.0,52.0,17.0,71.0
208,2016/01/09,中壢,16.0,17.0,2.1,1.14,0.39,20.0,39.0,59.0,15.0,63.0
209,2016/01/09,中壢,17.0,17.0,2.1,1.19,0.45,24.0,38.0,63.0,14.0,67.0
210,2016/01/09,中壢,18.0,17.0,2.1,1.53,0.54,33.0,39.0,72.0,13.0,67.0
211,2016/01/09,中壢,19.0,17.0,2.1,1.61,0.52,28.0,38.0,67.0,13.0,64.0
212,2016/01/09,中壢,20.0,17.0,2.2,1.4,0.46,27.0,38.0,66.0,9.5,63.0
213,2016/01/09,中壢,21.0,17.0,2.1,1.53,0.54,33.0,39.0,72.0,13.0,67.0
214,2016/01/09,中壢,22.0,17.0,2.1,1.61,0.52,28.0,38.0,67.0,13.0,64.0
215,2016/01/09,中壢,23.0,17.0,2.2,1.4,0.46,27.0,38.0,66.0,9.5,63.0
216,2016/01/10,中壢,0.0,17.0,2.5,1.6,0.53,35.0,41.0,76.0,3.5,62.0
217,2016/01/10,中壢,1.0,16.0,2.3,1.03,0.4,17.0,36.0,53.0,3.2,64.0
218,2016/01/10,中壢,2.0,16.0,2.4,1.13,0.44,23.0,33.0,55.0,3.4,64.0
219,2016/01/10,中壢,3.0,16.0,2.4,0.9,0.41,12.0,27.0,38.0,4.7,58.0
220,2016/01/10,中壢,4.0,15.0,2.2,0.68,0.31,7.0,19.0,26.0,8.7,49.0
221,2016/01/10,中壢,5.0,16.0,2.4,1.08,0.43,29.0,22.0,51.0,4.3,44.0
222,2016/01/10,中壢,6.0,15.0,2.2,1.08,0.47,28.0,21.0,49.0,4.4,35.0
223,2016/01/10,中壢,7.0,20.0,2.1,1.95,0.69,39.0,40.0,79.0,14.0,68.0
224,2016/01/10,中壢,8.0,21.0,2.1,1.34,0.42,31.0,36.0,68.0,17.0,70.0
225,2016/01/10,中壢,9.0,22.0,2.1,1.01,0.33,15.0,35.0,51.0,25.0,62.0
226,2016/01/10,中壢,10.0,21.0,2.0,0.81,0.25,11.0,29.0,40.0,30.0,61.0
227,2016/01/10,中壢,11.0,21.0,2.0,0.82,0.26,9.5,27.0,37.0,29.0,67.0
228,2016/01/10,中壢,12.0,20.0,2.0,0.77,0.24,11.0,25.0,36.0,26.0,69.0
229,2016/01/10,中壢,13.0,20.0,2.0,0.89,0.3,12.0,32.0,44.0,19.0,57.0
230,2016/01/10,中壢,14.0,20.0,2.0,1.06,0.35,16.0,35.0,51.0,14.0,49.0
231,2016/01/10,中壢,15.0,19.0,2.0,1.09,0.37,22.0,37.0,59.0,10.0,49.0
232,2016/01/10,中壢,16.0,19.0,2.0,1.06,0.33,24.0,39.0,62.0,7.6,53.0
233,2016/01/10,中壢,17.0,19.0,2.1,1.02,0.35,16.0,37.0,53.0,5.7,60.0
234,2016/01/10,中壢,18.0,19.0,2.1,0.96,0.34,18.0,34.0,52.0,7.0,60.0
235,2016/01/10,中壢,19.0,19.0,2.1,1.0,0.32,18.0,32.0,50.0,8.3,67.0
236,2016/01/10,中壢,20.0,19.0,2.1,0.64,0.22,5.8,23.0,28.0,19.0,61.0
237,2016/01/10,中壢,21.0,19.0,2.1,0.96,0.34,18.0,34.0,52.0,7.0,60.0
238,2016/01/10,中壢,22.0,19.0,2.1,1.0,0.32,18.0,32.0,50.0,8.3,67.0
239,2016/01/10,中壢,23.0,19.0,2.1,0.64,0.22,5.8,23.0,28.0,19.0,61.0
240,2016/01/11,中壢,0.0,19.0,2.0,0.38,0.09,2.8,11.0,14.0,33.0,54.0
241,2016/01/11,中壢,1.0,18.0,2.0,0.24,0.05,1.6,7.3,8.8,39.0,46.0
242,2016/01/11,中壢,2.0,17.0,2.0,0.22,0.02,1.3,4.8,6.1,42.0,42.0
243,2016/01/11,中壢,3.0,17.0,1.9,0.21,0.03,1.3,4.8,6.1,46.0,41.0
244,2016/01/11,中壢,4.0,17.0,2.0,0.3,0.06,3.0,9.9,13.0,43.0,36.0
245,2016/01/11,中壢,5.0,17.0,2.0,0.4,0.15,3.8,19.0,23.0,33.0,31.0
246,2016/01/11,中壢,6.0,17.0,2.0,0.59,0.14,14.0,33.0,47.0,19.0,35.0
247,2016/01/11,中壢,7.0,17.0,2.1,0.91,0.38,27.0,48.0,74.0,9.7,43.0
248,2016/01/11,中壢,8.0,17.0,2.1,0.94,0.5,31.0,46.0,78.0,7.2,47.0
249,2016/01/11,中壢,9.0,17.0,2.0,0.72,0.34,18.0,38.0,56.0,15.0,33.0
250,2016/01/11,中壢,10.0,16.0,2.0,0.63,0.19,13.0,31.0,43.0,24.0,28.0
251,2016/01/11,中壢,11.0,16.0,2.0,0.57,0.16,9.6,26.0,35.0,25.0,20.0
252,2016/01/11,中壢,12.0,16.0,2.0,0.6,0.2,14.0,30.0,44.0,21.0,18.0
253,2016/01/11,中壢,13.0,16.0,2.0,0.72,0.37,13.0,33.0,46.0,17.0,19.0
254,2016/01/11,中壢,14.0,16.0,2.0,0.93,0.31,19.0,36.0,55.0,16.0,24.0
255,2016/01/11,中壢,15.0,16.0,2.0,1.37,0.48,31.0,35.0,66.0,17.0,31.0
256,2016/01/11,中壢,16.0,16.0,2.0,1.91,0.72,59.0,44.0,102.0,6.7,29.0
257,2016/01/11,中壢,17.0,16.0,2.0,1.07,0.41,22.0,40.0,62.0,6.6,32.0
258,2016/01/11,中壢,18.0,16.0,2.1,1.09,0.55,22.0,40.0,62.0,3.7,34.0
259,2016/01/11,中壢,19.0,16.0,2.0,0.67,0.2,8.5,23.0,31.0,21.0,35.0
260,2016/01/11,中壢,20.0,16.0,2.0,0.5,0.12,5.1,15.0,20.0,31.0,28.0
261,2016/01/11,中壢,21.0,16.0,2.1,1.09,0.55,22.0,40.0,62.0,3.7,34.0
262,2016/01/11,中壢,22.0,16.0,2.0,0.67,0.2,8.5,23.0,31.0,21.0,35.0
