,date,location,time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10
3775,2016/06/06,中壢,7.0,27,1.8,1.52,0.57,50,24,74,9.1,49
3776,2016/06/06,中壢,8.0,26,1.8,1.32,0.48,54,25,79,6.6,49
3777,2016/06/06,中壢,9.0,27,1.8,1.58,0.62,56,28,84,7,54
3778,2016/06/06,中壢,10.0,28,1.8,1.51,0.59,56,31,86,7.9,50
3779,2016/06/06,中壢,11.0,28,1.8,1.31,0.48,44,30,74,12,44
3780,2016/06/06,中壢,12.0,27,1.8,1.05,0.42,26,23,49,16,51
3781,2016/06/06,中壢,13.0,27,1.8,1.2,0.47,29,27,56,16,56
3782,2016/06/06,中壢,14.0,28,1.8,1.56,0.53,37,28,65,18,62
3783,2016/06/06,中壢,15.0,27,1.8,1.37,0.51,31,30,61,18,61
3784,2016/06/06,中壢,16.0,27,1.9,1.08,0.42,16,28,43,21,60
3785,2016/06/06,中壢,17.0,27,1.9,1.85,0.78,36,33,69,15,59
3786,2016/06/06,中壢,18.0,26,1.9,1.16,0.63,16,31,46,14,61
3787,2016/06/06,中壢,19.0,26,1.9,0.93,0.5,8.7,29,38,9.6,65
3788,2016/06/06,中壢,20.0,26,2,0.91,0.51,12,27,38,7.2,70
3789,2016/06/06,中壢,21.0,26,1.9,1.16,0.63,16,31,46,14,61
3790,2016/06/06,中壢,22.0,26,1.9,0.93,0.5,8.7,29,38,9.6,65
3791,2016/06/06,中壢,23.0,26,2,0.91,0.51,12,27,38,7.2,70
3792,2016/06/07,中壢,0.0,26,1.9,0.51,0.32,9.3,14,23,7.5,64
3793,2016/06/07,中壢,1.0,26,1.9,0.37,0.24,5.4,11,16,7.4,54
3794,2016/06/07,中壢,2.0,25,2,0.36,0.52,6,13,19,4.4,44
3795,2016/06/07,中壢,3.0,25,2,0.38,0.47,7.2,13,20,4.3,47
3796,2016/06/07,中壢,4.0,25,1.9,0.39,0.26,9,10,20,5.7,47
3797,2016/06/07,中壢,5.0,26,2,0.62,0.24,14,18,32,10,44
3798,2016/06/07,中壢,6.0,25,2,1.49,0.53,39,33,71,11,41
3799,2016/06/07,中壢,7.0,29,1.8,1.13,0.4,22,32,55,34,33
3800,2016/06/07,中壢,8.0,30,1.8,0.73,0.29,14,26,40,47,38
3801,2016/06/07,中壢,9.0,30,1.8,0.51,0.17,7.7,17,25,54,41
3802,2016/06/07,中壢,10.0,30,1.8,0.54,0.17,10,19,29,41,59
3803,2016/06/07,中壢,11.0,31,1.8,0.48,0.16,8.8,17,26,43,51
3804,2016/06/07,中壢,12.0,30,1.8,0.59,0.2,11,20,31,38,52
3805,2016/06/07,中壢,13.0,30,1.8,0.65,0.25,11,22,33,34,31
3806,2016/06/07,中壢,14.0,30,1.8,1.19,0.44,17,33,50,25,39
3807,2016/06/07,中壢,15.0,29,1.9,2.67,1.01,44,49,93,11,43
3808,2016/06/07,中壢,16.0,29,1.9,2.31,0.9,32,45,77,12,60
3809,2016/06/07,中壢,17.0,28,1.9,1.84,0.72,31,37,67,16,56
3810,2016/06/07,中壢,18.0,28,1.9,1.78,0.69,28,32,60,14,58
3811,2016/06/07,中壢,19.0,27,1.9,1.05,0.46,17,22,38,14,49
3812,2016/06/07,中壢,20.0,27,1.9,0.6,0.27,9.4,16,25,15,50
3813,2016/06/07,中壢,21.0,28,1.9,1.78,0.69,28,32,60,14,58
3814,2016/06/07,中壢,22.0,27,1.9,1.05,0.46,17,22,38,14,49
3815,2016/06/07,中壢,23.0,27,1.9,0.6,0.27,9.4,16,25,15,50
3816,2016/06/08,中壢,0.0,27,1.9,0.51,0.24,8.6,12,21,16,45
3817,2016/06/08,中壢,1.0,26,1.9,0.33,0.23,5.1,9.3,14,17,43
3818,2016/06/08,中壢,2.0,26,1.9,0.44,0.18,8.9,11,20,14,32
3819,2016/06/08,中壢,3.0,26,2,0.41,0.2,5,13,18,11,28
3820,2016/06/08,中壢,4.0,26,2,0.52,0.25,9,13,22,11,33
3821,2016/06/08,中壢,5.0,26,1.9,0.69,0.39,13,14,27,9.6,38
3822,2016/06/08,中壢,6.0,26,1.9,1.81,0.69,55,21,76,6.6,47
3823,2016/06/08,中壢,7.0,31,1.8,1.06,0.39,11,31,41,40,60
3824,2016/06/08,中壢,8.0,31,1.9,0.83,0.34,8.3,33,41,58,70
3825,2016/06/08,中壢,9.0,31,1.8,0.69,0.27,5.5,27,32,71,64
3826,2016/06/08,中壢,10.0,32,1.8,0.63,0.26,5.2,26,31,75,78
3827,2016/06/08,中壢,11.0,32,1.8,0.73,0.31,5.8,26,32,62,68
3828,2016/06/08,中壢,12.0,30,1.8,1.23,0.46,22,41,63,34,53
3829,2016/06/08,中壢,13.0,30,1.8,1.58,0.55,26,39,65,30,39
3830,2016/06/08,中壢,14.0,31,1.8,1.48,0.55,15,37,53,30,47
3831,2016/06/08,中壢,15.0,30,1.8,0.76,0.34,6.3,28,34,36,54
3832,2016/06/08,中壢,16.0,30,1.9,1.97,0.8,38,51,89,7.9,47
3833,2016/06/08,中壢,17.0,29,1.9,2.43,0.9,47,45,92,7.6,42
3834,2016/06/08,中壢,18.0,29,1.9,2.01,0.84,41,42,83,8.6,50
3835,2016/06/08,中壢,19.0,29,2,2.13,0.93,42,45,87,8.2,65
3836,2016/06/08,中壢,20.0,28,2,1.29,0.6,21,37,58,12,76
3837,2016/06/08,中壢,21.0,29,1.9,2.01,0.84,41,42,83,8.6,50
3838,2016/06/08,中壢,22.0,29,2,2.13,0.93,42,45,87,8.2,65
3839,2016/06/08,中壢,23.0,28,2,1.29,0.6,21,37,58,12,76
3840,2016/06/09,中壢,0.0,28,1.9,1.06,0.38,15,32,47,17,83
3841,2016/06/09,中壢,1.0,28,1.9,0.64,0.26,4.7,20,24,25,76
3842,2016/06/09,中壢,2.0,27,2,0.55,0.24,5,19,24,25,70
3843,2016/06/09,中壢,3.0,27,2,0.67,0.29,8.8,22,31,16,61
3844,2016/06/09,中壢,4.0,27,1.9,0.48,0.2,3.7,17,20,18,60
3845,2016/06/09,中壢,5.0,27,1.9,0.79,0.29,11,17,28,15,65
3846,2016/06/09,中壢,6.0,27,2,1.55,0.56,20,25,45,12,61
3847,2016/06/09,中壢,7.0,30,1.8,0.67,0.19,9.2,20,29,49,55
3848,2016/06/09,中壢,8.0,31,1.8,0.59,0.13,6.9,21,28,56,58
3849,2016/06/09,中壢,9.0,31,1.8,0.49,0.11,5.5,14,19,58,55
3850,2016/06/09,中壢,10.0,31,1.8,0.41,0.09,8.1,14,22,47,51
3851,2016/06/09,中壢,11.0,30,1.8,0.46,0.14,6.5,14,21,43,53
3852,2016/06/09,中壢,12.0,27,1.8,0.87,0.29,11,30,41,36,52
3853,2016/06/09,中壢,13.0,27,1.9,1.2,0.36,18,31,49,32,48
3854,2016/06/09,中壢,14.0,28,1.9,1.47,0.48,20,36,56,18,40
3855,2016/06/09,中壢,15.0,28,1.9,1.72,0.56,24,36,60,17,48
3856,2016/06/09,中壢,16.0,28,1.9,1.62,0.52,30,34,64,10,45
3857,2016/06/09,中壢,17.0,27,1.9,1.54,0.49,35,26,62,8.1,39
3858,2016/06/09,中壢,18.0,27,1.9,1.43,0.46,28,24,52,11,36
3859,2016/06/09,中壢,19.0,27,1.9,0.85,0.27,14,18,32,17,34
3860,2016/06/09,中壢,20.0,27,1.9,0.82,0.27,10,19,30,14,43
3861,2016/06/09,中壢,21.0,27,1.9,1.43,0.46,28,24,52,11,36
3862,2016/06/09,中壢,22.0,27,1.9,0.85,0.27,14,18,32,17,34
3863,2016/06/09,中壢,23.0,27,1.9,0.82,0.27,10,19,30,14,43
3864,2016/06/10,中壢,0.0,26,1.9,0.43,0.17,4.1,12,16,20,41
3865,2016/06/10,中壢,1.0,26,1.9,0.41,0.14,3,12,15,18,39
3866,2016/06/10,中壢,2.0,27,2,0.48,0.18,4.5,15,20,17,37
3867,2016/06/10,中壢,3.0,26,1.9,0.4,0.17,1.7,9.4,11,20,31
3868,2016/06/10,中壢,4.0,26,1.9,0.27,0.08,4.7,7.8,12,15,38
3869,2016/06/10,中壢,5.0,26,1.9,0.45,0.17,8.7,9.8,19,12,33
3870,2016/06/10,中壢,6.0,26,1.9,0.84,0.31,20,16,35,11,41
3871,2016/06/10,中壢,7.0,29,1.8,0.97,0.37,19,23,42,24,38
3872,2016/06/10,中壢,8.0,30,1.8,0.77,0.24,19,22,41,29,36
3873,2016/06/10,中壢,9.0,29,1.8,0.5,0.15,6.3,17,23,33,42
3874,2016/06/10,中壢,10.0,30,1.8,0.49,0.15,10,18,28,30,41
3875,2016/06/10,中壢,11.0,30,1.8,0.48,0.14,5.4,15,20,33,41
3876,2016/06/10,中壢,12.0,27,1.9,1.14,0.34,17,34,51,30,41
3877,2016/06/10,中壢,13.0,26,1.9,1.14,0.38,22,33,55,18,44
3878,2016/06/10,中壢,14.0,26,1.9,1.73,0.6,33,43,76,16,45
3879,2016/06/10,中壢,15.0,26,1.9,1.28,0.47,24,38,61,15,42
3880,2016/06/10,中壢,16.0,26,1.9,1.36,0.51,26,34,60,13,33
3881,2016/06/10,中壢,17.0,26,2,1.47,0.55,29,36,66,8.4,37
3882,2016/06/10,中壢,18.0,26,2,1.8,0.62,30,37,67,8.6,37
3883,2016/06/10,中壢,19.0,26,2,1.34,0.49,19,34,53,9.6,39
3884,2016/06/10,中壢,20.0,26,2,1.11,0.44,15,30,45,9.1,40
3885,2016/06/10,中壢,21.0,26,2,1.8,0.62,30,37,67,8.6,37
3886,2016/06/10,中壢,22.0,26,2,1.34,0.49,19,34,53,9.6,39
3887,2016/06/10,中壢,23.0,26,2,1.11,0.44,15,30,45,9.1,40
3888,2016/06/11,中壢,0.0,26,2,0.76,0.32,12,28,40,6.6,44
3889,2016/06/11,中壢,1.0,26,1.9,0.61,0.24,5.4,23,28,8.5,47
3890,2016/06/11,中壢,2.0,26,2.1,0.46,0.24,5.7,19,25,9.3,43
3891,2016/06/11,中壢,3.0,26,2,0.34,0.15,4.3,9,13,15,32
3892,2016/06/11,中壢,4.0,26,2,0.48,0.17,8.1,12,20,12,30
3893,2016/06/11,中壢,5.0,26,2,0.78,0.29,18,20,38,9.1,30
3894,2016/06/11,中壢,6.0,26,1.8,0.73,0.18,18,14,31,17,34
3895,2016/06/11,中壢,7.0,29,1.8,0.93,0.29,15,18,33,22,23
3896,2016/06/11,中壢,8.0,27,1.9,1.38,0.44,29,30,59,15,41
3897,2016/06/11,中壢,9.0,27,1.8,0.88,0.3,17,20,37,21,38
3898,2016/06/11,中壢,10.0,27,1.8,0.72,0.21,17,17,34,20,41
3899,2016/06/11,中壢,11.0,26,1.7,0.6,0.16,16,15,31,19,26
3900,2016/06/11,中壢,12.0,29,1.8,0.89,0.24,37,19,56,19,24
3901,2016/06/11,中壢,13.0,28,1.7,0.89,0.27,31,18,50,19,24
3902,2016/06/11,中壢,14.0,27,1.7,1.15,0.35,37,19,56,14,33
3903,2016/06/11,中壢,15.0,27,1.8,1.17,0.34,41,23,64,12,33
3904,2016/06/11,中壢,16.0,28,1.8,1.16,0.39,44,23,67,9.5,42
3905,2016/06/11,中壢,17.0,27,1.8,1.17,0.37,31,24,54,7.5,36
3906,2016/06/11,中壢,18.0,28,2,1.79,0.6,50,27,77,4.1,41
3907,2016/06/11,中壢,19.0,28,2,1.83,0.64,45,26,71,3.6,34
3908,2016/06/11,中壢,20.0,27,2,1.07,0.39,29,22,51,2.9,38
3909,2016/06/11,中壢,21.0,28,2,1.79,0.6,50,27,77,4.1,41
3910,2016/06/11,中壢,22.0,28,2,1.83,0.64,45,26,71,3.6,34
3911,2016/06/11,中壢,23.0,27,2,1.07,0.39,29,22,51,2.9,38
3912,2016/06/12,中壢,0.0,26,2.1,1.01,0.43,28,20,49,2.2,37
3913,2016/06/12,中壢,1.0,26,2.1,0.62,0.26,13,20,33,3,42
3914,2016/06/12,中壢,2.0,26,2,0.57,0.2,14,16,30,3.7,41
3915,2016/06/12,中壢,3.0,26,2.1,0.61,0.23,13,14,27,3.6,39
3916,2016/06/12,中壢,4.0,26,2,0.57,0.23,12,15,27,4.3,35
3917,2016/06/12,中壢,5.0,26,2,0.64,0.25,15,12,27,6.4,27
3918,2016/06/12,中壢,6.0,27,1.8,0.53,0.17,9.3,9.7,19,14,26
3919,2016/06/12,中壢,7.0,32,1.8,0.86,0.29,15,16,32,22,45
3920,2016/06/12,中壢,8.0,33,1.8,0.98,0.32,26,20,46,18,39
3921,2016/06/12,中壢,9.0,31,1.8,1.05,0.35,27,20,48,17,33
3922,2016/06/12,中壢,10.0,31,1.7,0.86,0.25,26,15,41,15,35
3923,2016/06/12,中壢,11.0,30,1.7,0.69,0.19,20,12,32,15,31
3924,2016/06/12,中壢,12.0,28,1.7,0.79,0.2,30,15,45,14,43
3925,2016/06/12,中壢,13.0,28,1.7,0.74,0.2,19,15,34,16,31
3926,2016/06/12,中壢,14.0,28,1.7,0.79,0.21,25,18,43,18,37
3927,2016/06/12,中壢,15.0,27,1.7,0.71,0.19,26,15,41,19,16
3928,2016/06/12,中壢,16.0,27,1.7,0.87,0.22,28,17,44,19,20
3929,2016/06/12,中壢,17.0,28,1.7,0.81,0.21,23,17,39,19,13
3930,2016/06/12,中壢,18.0,29,1.7,0.81,0.19,28,16,44,19,21
3931,2016/06/12,中壢,19.0,30,1.7,0.67,0.15,18,12,30,22,21
3932,2016/06/12,中壢,20.0,30,1.7,0.39,0.06,9.2,8.6,18,25,26
3933,2016/06/12,中壢,21.0,29,1.7,0.81,0.19,28,16,44,19,21
3934,2016/06/12,中壢,22.0,30,1.7,0.67,0.15,18,12,30,22,21
3935,2016/06/12,中壢,23.0,30,1.7,0.39,0.06,9.2,8.6,18,25,26
3936,2016/06/13,中壢,0.0,30,1.7,0.27,0.03,4.4,4.7,9.1,27,34
3937,2016/06/13,中壢,1.0,30,1.7,0.22,0.02,4.1,4.2,8.2,27,46
3938,2016/06/13,中壢,2.0,28,1.7,0.18,0,3,3.9,6.9,27,49
3939,2016/06/13,中壢,3.0,26,1.7,0.15,0,1.1,3.4,4.5,25,40
3940,2016/06/13,中壢,4.0,26,1.7,0.14,0,1.7,3.5,5.2,24,33
3941,2016/06/13,中壢,5.0,25,1.7,0.24,0.03,7.6,7.5,15,22,25
3942,2016/06/13,中壢,6.0,25,1.7,0.44,0.11,15,15,30,17,27
3943,2016/06/13,中壢,7.0,29,1.7,0.82,0.24,24,18,41,17,37
3944,2016/06/13,中壢,8.0,28,1.8,0.98,0.31,32,20,52,17,36
3945,2016/06/13,中壢,9.0,29,1.7,0.75,0.23,23,16,40,21,42
3946,2016/06/13,中壢,10.0,31,1.7,0.79,0.24,24,16,39,21,41
3947,2016/06/13,中壢,11.0,32,1.7,0.91,0.29,35,20,55,18,40
3948,2016/06/13,中壢,12.0,30,1.7,1.03,0.31,37,18,55,15,38
3949,2016/06/13,中壢,13.0,31,1.7,0.82,0.25,22,16,38,19,36
3950,2016/06/13,中壢,14.0,31,1.8,1.46,0.44,46,24,69,14,37
3951,2016/06/13,中壢,15.0,31,1.8,1.52,0.48,47,26,73,13,36
3952,2016/06/13,中壢,16.0,31,1.8,1.41,0.47,36,24,60,12,34
3953,2016/06/13,中壢,17.0,32,1.8,1.47,0.5,49,28,76,11,22
3954,2016/06/13,中壢,18.0,30,1.8,1.47,0.57,43,27,71,8.2,28
3955,2016/06/13,中壢,19.0,29,1.8,1.23,0.47,27,20,47,11,34
3956,2016/06/13,中壢,20.0,30,1.8,0.59,0.17,12,18,30,24,44
3957,2016/06/13,中壢,21.0,30,1.8,1.47,0.57,43,27,71,8.2,28
3958,2016/06/13,中壢,22.0,29,1.8,1.23,0.47,27,20,47,11,34
3959,2016/06/13,中壢,23.0,30,1.8,0.59,0.17,12,18,30,24,44
3960,2016/06/14,中壢,0.0,29,1.8,0.42,0.13,7.7,12,20,27,35
3961,2016/06/14,中壢,1.0,29,1.8,0.3,0.09,5.3,8.7,14,28,35
3962,2016/06/14,中壢,2.0,29,1.8,0.27,0.04,3.6,7.7,11,28,31
3963,2016/06/14,中壢,3.0,29,1.9,0.35,0.1,6.3,11,17,22,39
3964,2016/06/14,中壢,4.0,27,2,0.45,0.28,9.6,16,26,12,31
3965,2016/06/14,中壢,5.0,26,2,0.63,0.33,16,19,35,7.1,38
3966,2016/06/14,中壢,6.0,26,1.9,1.3,0.4,54,25,79,6.4,37
3967,2016/06/14,中壢,7.0,26,1.9,0.94,0.42,36,25,62,5.4,47
3968,2016/06/14,中壢,8.0,25,1.9,0.98,0.48,48,23,71,3.5,45
3969,2016/06/14,中壢,9.0,25,1.8,1.09,0.38,38,28,66,8.6,32
3970,2016/06/14,中壢,10.0,24,1.9,0.79,0.36,31,24,55,5.4,22
3971,2016/06/14,中壢,11.0,24,1.9,0.87,0.37,37,24,62,3.1,20
3972,2016/06/14,中壢,12.0,25,2.1,1.37,0.68,73,28,100,2.5,28
3973,2016/06/14,中壢,13.0,25,1.9,1.24,0.65,57,28,84,3.1,34
3974,2016/06/14,中壢,14.0,25,1.9,2.13,0.86,72,25,97,3.4,36
3975,2016/06/14,中壢,15.0,25,2,3.39,1.32,104,26,130,3.6,43
3976,2016/06/14,中壢,16.0,25,2,2.77,1.16,89,21,110,3,38
3977,2016/06/14,中壢,17.0,25,2.1,2.55,1.01,83,20,103,3,39
3978,2016/06/14,中壢,18.0,25,2.2,2.81,1.12,88,22,110,4.8,41
3979,2016/06/14,中壢,19.0,25,2,1.76,0.7,59,16,74,2.1,40
3980,2016/06/14,中壢,20.0,25,2,0.87,0.4,27,18,45,3.6,43
3981,2016/06/14,中壢,21.0,25,2.2,2.81,1.12,88,22,110,4.8,41
3982,2016/06/14,中壢,22.0,25,2,1.76,0.7,59,16,74,2.1,40
3983,2016/06/14,中壢,23.0,25,2,0.87,0.4,27,18,45,3.6,43
3984,2016/06/15,中壢,0.0,25,2,0.59,0.42,19,13,31,2.8,38
3985,2016/06/15,中壢,1.0,25,2,0.31,0.27,8.1,9.4,17,5.3,40
3986,2016/06/15,中壢,2.0,25,2,0.42,0.2,11,10,22,6.9,37
3987,2016/06/15,中壢,3.0,26,1.9,0.25,0.15,3.7,8.2,12,9.5,38
3988,2016/06/15,中壢,4.0,25,2,0.63,0.28,18,14,32,4.9,36
3989,2016/06/15,中壢,5.0,26,2.3,0.75,0.35,25,15,41,5.3,33
3990,2016/06/15,中壢,6.0,27,1.9,1.07,0.4,41,19,60,6,33
3991,2016/06/15,中壢,7.0,33,1.7,1.29,0.44,33,26,60,23,57
3992,2016/06/15,中壢,8.0,33,1.8,1.15,0.39,25,27,52,31,59
3993,2016/06/15,中壢,9.0,32,1.7,0.91,0.3,20,20,39,29,63
3994,2016/06/15,中壢,10.0,33,1.7,0.91,0.3,26,21,48,25,52
3995,2016/06/15,中壢,11.0,32,1.7,0.74,0.24,24,18,42,26,43
3996,2016/06/15,中壢,12.0,32,1.7,0.94,0.31,29,18,47,20,43
3997,2016/06/15,中壢,13.0,32,1.7,1.03,0.34,34,21,55,15,53
3998,2016/06/15,中壢,14.0,31,1.7,1.81,0.62,49,26,74,10,60
3999,2016/06/15,中壢,15.0,31,1.8,1.7,0.63,40,25,65,8.2,62
4000,2016/06/15,中壢,16.0,31,1.8,1.62,0.6,38,23,61,8.7,55
4001,2016/06/15,中壢,17.0,31,1.8,1.48,0.48,40,20,60,10,53
4002,2016/06/15,中壢,18.0,31,1.8,1.57,0.52,46,22,67,9.3,50
4003,2016/06/15,中壢,19.0,31,1.8,0.97,0.3,22,16,38,10,52
4004,2016/06/15,中壢,20.0,29,1.8,0.51,0.17,9.3,13,23,12,48
4005,2016/06/15,中壢,21.0,31,1.8,1.57,0.52,46,22,67,9.3,50
4006,2016/06/15,中壢,22.0,31,1.8,0.97,0.3,22,16,38,10,52
4007,2016/06/15,中壢,23.0,29,1.8,0.51,0.17,9.3,13,23,12,48
4008,2016/06/16,中壢,0.0,29,1.8,0.35,0.14,4.9,10,15,13,38
4009,2016/06/16,中壢,1.0,29,1.8,0.32,0.14,4.1,12,17,10,38
4010,2016/06/16,中壢,2.0,29,1.8,0.29,0.11,5.7,13,19,10,46
4011,2016/06/16,中壢,3.0,29,1.8,0.26,0.09,4.7,13,18,12,63
4012,2016/06/16,中壢,4.0,29,1.7,0.23,0.04,8.7,8.5,17,13,61
4013,2016/06/16,中壢,5.0,30,1.7,0.32,0.06,9.3,7.6,17,16,51
4014,2016/06/16,中壢,6.0,30,1.7,0.81,0.21,42,17,60,10,43
4015,2016/06/16,中壢,7.0,32,1.8,0.92,0.32,24,21,45,28,62
4016,2016/06/16,中壢,8.0,33,1.8,0.9,0.31,25,25,50,31,71
4017,2016/06/16,中壢,9.0,33,1.8,0.83,0.28,19,19,38,30,62
4018,2016/06/16,中壢,10.0,33,1.7,0.89,0.33,26,23,49,25,65
4019,2016/06/16,中壢,11.0,33,1.7,0.74,0.27,27,22,49,26,60
4020,2016/06/16,中壢,12.0,33,1.8,1.08,0.38,31,26,57,22,61
4021,2016/06/16,中壢,13.0,32,1.8,1.11,0.42,31,23,53,21,56
4022,2016/06/16,中壢,14.0,31,1.8,1.35,0.46,39,22,61,14,56
4023,2016/06/16,中壢,15.0,30,1.7,1.38,0.5,41,21,62,11,53
4024,2016/06/16,中壢,16.0,30,1.7,1.4,0.49,41,18,59,9.2,51
4025,2016/06/16,中壢,17.0,30,1.8,1.06,0.33,28,18,46,7.7,59
4026,2016/06/16,中壢,18.0,30,1.8,1.43,0.52,38,18,56,6.6,68
4027,2016/06/16,中壢,19.0,30,1.8,1.29,0.52,31,17,48,5.3,59
4028,2016/06/16,中壢,20.0,30,1.8,0.82,0.26,23,16,38,6.8,39
4029,2016/06/16,中壢,21.0,30,1.8,1.43,0.52,38,18,56,6.6,68
4030,2016/06/16,中壢,22.0,30,1.8,1.29,0.52,31,17,48,5.3,59
4031,2016/06/16,中壢,23.0,30,1.8,0.82,0.26,23,16,38,6.8,39
4032,2016/06/17,中壢,0.0,29,1.8,0.39,0.15,6.4,12,19,9.3,24
4033,2016/06/17,中壢,1.0,29,1.8,0.26,0.1,5.1,12,18,10,32
4034,2016/06/17,中壢,2.0,28,1.9,0.23,0.11,3.1,8.9,12,11,43
4035,2016/06/17,中壢,3.0,28,1.8,0.18,0.09,3,8,11,10,42
4036,2016/06/17,中壢,4.0,28,1.8,0.38,0.16,8.4,10,18,9.2,42
4037,2016/06/17,中壢,5.0,28,1.9,0.72,0.26,22,15,37,4.7,38
4038,2016/06/17,中壢,6.0,28,1.9,1.22,0.43,52,19,71,5.4,48
4039,2016/06/17,中壢,7.0,32,1.8,1.13,0.39,30,26,56,21,40
4040,2016/06/17,中壢,8.0,33,1.8,1.18,0.4,31,32,64,29,55
4041,2016/06/17,中壢,9.0,33,1.8,0.94,0.32,24,23,47,30#,58
4042,2016/06/17,中壢,10.0,33,1.7#,0.84,0.41#,27,22,49,27#,
4043,2016/06/17,中壢,11.0,33,1.7,1.03#,0.3,28#,21#,49#,23,55
4044,2016/06/17,中壢,12.0,31,1.7,0.85,0.26,30,16,45,15,45
4045,2016/06/17,中壢,13.0,31,1.7,0.98,0.29,32,14,46,15,48
4046,2016/06/17,中壢,14.0,30,1.7,1.42,0.47,48,16,64,11,46
4047,2016/06/17,中壢,15.0,30,1.7,1.05,0.34,30,15,45,11,45
4048,2016/06/17,中壢,16.0,28,1.8,1.14,0.39,21,21,42,11,48
4049,2016/06/17,中壢,17.0,27,1.8,1.19,0.44,25,23,48,9.8,43
4050,2016/06/17,中壢,18.0,26,1.8,1.02,0.34,21,20,41,12,34
4051,2016/06/17,中壢,19.0,26,1.8,0.89,0.32,17,21,37,11,27
4052,2016/06/17,中壢,20.0,27,1.9,0.96,0.32,21,19,40,11,32
4053,2016/06/17,中壢,21.0,26,1.8,1.02,0.34,21,20,41,12,34
4054,2016/06/17,中壢,22.0,26,1.8,0.89,0.32,17,21,37,11,27
4055,2016/06/17,中壢,23.0,27,1.9,0.96,0.32,21,19,40,11,32
4056,2016/06/18,中壢,0.0,26,1.9,0.77,0.27,12,18,30,9.1,35
4057,2016/06/18,中壢,1.0,26,1.9,0.62,0.29,9,24,33,5.3,38
4058,2016/06/18,中壢,2.0,26,1.9,0.47,0.21,5.1,13,18,9.2,29
4059,2016/06/18,中壢,3.0,26,1.9,0.41,0.31,5.2,11,16,6.5,33
4060,2016/06/18,中壢,4.0,26,2,0.41,0.26,7.1,11,19,3.7,69
4061,2016/06/18,中壢,5.0,26,1.9,0.54,0.29,12,9.8,21,5.7,82
4062,2016/06/18,中壢,6.0,26,1.9,0.89,0.38,23,12,35,5.6,79
4063,2016/06/18,中壢,7.0,32,1.8,1.15,0.37,43,26,69,14,46
4064,2016/06/18,中壢,8.0,32,1.8,1.03,0.33,25,27,52,29,48
4065,2016/06/18,中壢,9.0,33,1.8,0.89,0.25,16,25,41,40,47
4066,2016/06/18,中壢,10.0,32,1.8,0.82,0.26,20,21,41,32,56
4067,2016/06/18,中壢,11.0,32,1.8,0.64,0.18,20,20,39,35,58
4068,2016/06/18,中壢,12.0,32,1.8,0.88,0.29,19,21,40,27,50
4069,2016/06/18,中壢,13.0,29,1.8,1.36,0.48,23,33,56,26,44
4070,2016/06/18,中壢,14.0,30,1.8,1.62,0.51,23,34,57,25,36
4071,2016/06/18,中壢,15.0,30,1.8,1.47,0.5,21,33,54,21,36
4072,2016/06/18,中壢,16.0,30,1.9,1.42,0.49,25,32,57,13,42
4073,2016/06/18,中壢,17.0,29,2,1.91,0.71,36,34,70,7.4,54
4074,2016/06/18,中壢,18.0,28,1.9,1.58,0.54,32,30,63,8,54
4075,2016/06/18,中壢,19.0,28,1.9,1.04,0.38,18,22,40,13,52
4076,2016/06/18,中壢,20.0,28,1.8,0.73,0.24,9.7,15,25,17,47
4077,2016/06/18,中壢,21.0,28,1.9,1.58,0.54,32,30,63,8,54
4078,2016/06/18,中壢,22.0,28,1.9,1.04,0.38,18,22,40,13,52
4079,2016/06/18,中壢,23.0,28,1.8,0.73,0.24,9.7,15,25,17,47
4080,2016/06/19,中壢,0.0,27,1.8,0.48,0.15,4.5,11,15,17,40
4081,2016/06/19,中壢,1.0,27,1.8,0.33,0.11,3.3,7.1,10,18,38
4082,2016/06/19,中壢,2.0,27,1.9,0.35,0.14,3.3,8,11,17,44
4083,2016/06/19,中壢,3.0,27,1.9,0.3,0.12,2.8,7.5,10,16,45
4084,2016/06/19,中壢,4.0,26,1.9,0.36,0.22,3.5,7.7,11,15,47
4085,2016/06/19,中壢,5.0,26,1.9,0.56,0.26,9.3,10,20,11,39
4086,2016/06/19,中壢,6.0,27,1.9,0.86,0.32,18,13,31,8.5,36
4087,2016/06/19,中壢,7.0,32,1.8,0.88,0.26,24,16,40,19,43
4088,2016/06/19,中壢,8.0,33,1.8,0.71,0.23,24,18,42,25,41
4089,2016/06/19,中壢,9.0,33,1.8,0.58,0.2,17,13,30,23,46
4090,2016/06/19,中壢,10.0,33,1.7,0.36,0.12,9.6,9.9,20,22,41
4091,2016/06/19,中壢,11.0,32,1.7,0.39,0.11,10,14,25,29,34
4092,2016/06/19,中壢,12.0,32,1.8,0.39,0.13,7.2,16,23,32,44
4093,2016/06/19,中壢,13.0,31,1.8,0.51,0.17,7.2,18,25,29,46
4094,2016/06/19,中壢,14.0,31,1.8,0.45,0.18,7.3,17,24,27,42
4095,2016/06/19,中壢,15.0,30,1.8,0.47,0.16,8.3,17,25,25,27
4096,2016/06/19,中壢,16.0,29,1.8,0.57,0.17,6.4,19,25,20,37
4097,2016/06/19,中壢,17.0,29,1.8,0.58,0.18,11,25,36,16,50
4098,2016/06/19,中壢,18.0,29,1.8,0.46,0.12,3.7,19,23,18,59
